PLAYER,TEAM,AGE,FGM_ra,FGA_ra,FGpct_ra,FGM_paint,FGA_paint,FGpct_paint,FGM_mr,FGA_mr,FGpct_mr,FGM_left,FGA_left,FGpct_left,FGM_right,FGA_right,FGpct_right,FGM_break,FGA_break,FGpct_break,oFGM_ra,oFGA_ra,oFGpct_ra,oFGM_paint,oFGA_paint,oFGpct_paint,oFGM_mr,oFGA_mr,oFGpct_mr,oFGM_left,oFGA_left,oFGpct_left,oFGM_right,oFGA_right,oFGpct_right,oFGM_break,oFGA_break,oFGpct_break,GP,W,L,MIN,USGpct,pct_tm_FGM,pct_tm_FGA,pct_tm_3PM,pct_tm_3PA,pct_tm_FTM,pct_tm_FTA,pct_tm_OREB,pct_tm_DREB,pct_tm_REB,pct_tm_AST,pct_tm_TOV,pct_tm_STL,pct_tm_BLK,pct_tm_BLKA,pct_tm_PF,pct_tm_PFD,pct_tm_PTS,OFFRTG_gm,DEFRTG,NETRTG,ASTpct_gm,AST_TO,AST_RATIO,OREBpct_gm,DREBpct_gm,REBpct_gm,TO_RATIO,EFGpct_gm,TSpct_gm,PACE,PACE_40,PIE_gm,MPG,PTS_100,FGM_100,FGA_100,FGpct_100,3PM_100,3PA_100,3Ppct_100,FTM_100,FTA_100,FTpct_100,OREB_100,DREB_100,REB_100,AST_100,TOV_100,STL_100,BLK_100,PF_100,FP_100,DD2,TD3,plus_minus_100,MPP,pct_FGA_2pt,pct_FGA_3pt,pct_PTS_2pt,pct_PTS_2ptMR,pct_PTS_3pt,pct_PTS_fbps,pct_PTS_ft,pct_PTS_off_to,pct_PTS_paint,2FGM_ast,2FGM_uast,3FGM_ast,3FGM_uast,FGM_ast,FGM_uast
SAMI WHITCOMB,SEA,32,0.7,1.1,60,0.4,1,42.9,0.3,0.5,60,0.1,0.2,33.3,0.1,0.4,33.3,1.3,3.4,38.7,4,6.1,65.7,1.9,6.3,30.4,2.7,7.1,38.2,0.5,1.3,40,0.2,0.8,23.1,2.1,7.7,27.2,22,18,4,363,20.2,21.5,22.9,44.4,43.1,15.1,11.9,6.1,18.5,15.9,22.3,17.7,19,7,20,19.1,14.5,22.4,105.2,92.9,12.2,19.4,2,20.5,1.2,11.6,6.8,10.2,55.7,59.5,100.53,83.77,12.4,16.5,23.5,8.2,18.5,44.3,4.2,11.1,38.1,2.9,2.9,100,0.5,6.1,6.6,5.8,2.9,2.1,0.4,4.1,44.8,0,0,11.4,48,40,60,33.7,6.7,53.9,14.6,12.4,21.9,27,36.7,63.3,96.9,3.1,67.7,32.3
SATOU SABALLY,DAL,22,1.7,2.6,64.3,1.4,3.8,38.3,0.3,0.9,28.6,0,0.2,0,0.3,0.3,100,0.6,3.8,16.7,7.1,10.5,67.3,6.4,13.8,46.6,4.3,11.4,37.7,0.8,1.4,55,0.4,0.8,44.4,3.1,9.1,34.2,16,5,11,451,23.9,20.9,22.9,14.1,21,42.9,40.8,39.8,32.3,34.4,24.4,23.5,14.3,42.4,35.3,22.3,37,24.4,98.7,106.2,-7.5,15.7,1.14,13.6,8.4,19.7,13.6,11.9,40.4,50.5,97.51,81.26,12.1,28.2,24.1,7.3,19.8,36.8,1.4,7.2,19.7,8.1,9.3,87.2,4.5,9,13.5,4.3,3.8,1.4,1.5,5.4,51.8,5,0,-6.2,48.9,63.7,36.3,48.6,3.6,17.6,4.1,33.8,14.4,45,42.6,57.4,76.9,23.1,49.3,50.7
SEIMONE AUGUSTUS,LAS,36,0.1,0.1,100,0.3,0.7,42.9,1.6,3.4,46.5,0,0,0,0,0,0,0.6,1,54.5,3.6,5.4,67.3,2.4,6,39.4,1.7,5.9,29.3,0.6,1.1,53.8,0.4,0.5,71.4,3,7.5,39.9,21,15,6,332,16.2,19.1,18.9,23.1,15.1,3.9,4.6,6.8,16.3,14.6,14.5,8.7,14.8,6.9,0,13.9,4.2,17.2,104.5,96.4,8.1,10.9,3.13,17.1,0.9,10.6,5.8,5.5,54.5,55,99.56,82.97,9.5,15.8,18,7.8,16,49.1,1.7,3.2,54.5,0.6,0.9,66.7,0.4,4.9,5.4,3.6,1.2,1.7,0.3,2.9,34.8,0,0,8.4,48.1,80,20,67.7,53.2,29,1.6,3.2,18.5,14.5,76.2,23.8,91.7,8.3,79.6,20.4
SHEKINNA STRICKLEN,ATL,30,0.1,0.5,27.3,0.2,0.6,38.5,0.3,0.7,40,0,0.1,0,0,0.1,0,1.5,4.4,34.4,4.5,6.9,64.9,4.7,9.8,48.4,4.3,8.5,51.1,0.4,0.9,46.7,0.5,1.5,35.3,2.9,10,28.5,22,7,15,477,13.9,12.6,16.4,45.8,47.4,5.9,4.5,3.6,13.2,10.6,6.9,7.9,8.8,3.2,13.5,18.6,4.7,14.2,98.4,107.2,-8.7,4.3,0.93,8.2,0.8,8.5,4.5,8.8,46,47.7,97.11,80.93,3,21.7,14,4.9,14.3,34.1,3.4,10.2,33.3,0.8,0.8,100,0.4,3.9,4.3,1.4,1.6,0.7,0.1,4.5,22.3,0,0,-8.4,49.4,28.3,71.7,20.7,8.9,73.3,7.4,5.9,20.7,11.9,50,50,97,3,83,17
SHENISE JOHNSON,MIN,30,0.3,0.9,31.3,0.6,1.8,33.3,0.4,1.1,36.8,0,0,0,0,0,0,0.4,0.9,37.5,3.2,4.4,72,1.9,4.2,45.8,1.9,4.6,40.5,0.6,1.5,41.7,0.2,1,16.7,1.6,5.4,30.8,17,11,6,212,22.8,19.2,23.8,17.1,18.3,28.7,25.5,18.2,18.3,18.2,26.6,24.4,35.6,6.7,23.8,18.8,26.8,21,95,101.8,-6.9,17.8,1.05,15.6,4.8,12,8.3,14.8,37.8,46.1,98.53,82.11,8.6,12.5,20,6.4,18.8,34.1,1.4,3.9,35.3,5.7,6.4,89.3,2.3,5.3,7.6,4.8,4.6,3.7,0.2,4.1,43.4,0,0,-6.2,48.5,79.3,20.7,50.6,16.1,20.7,12.6,28.7,21.8,34.5,22.7,77.3,83.3,16.7,35.7,64.3
SHEY PEDDY,PHO,32,0.4,0.5,66.7,0.5,0.9,53.3,0.1,0.3,20,0.1,0.1,100,0,0,0,0.2,1.9,9.4,4.5,7,64.7,1.9,6,31.4,1.8,5.1,34.5,0.1,0.6,25,0.3,1,33.3,1.7,5.9,28.7,17,9,8,256,15.1,11.8,15,10,20.2,18.2,15.4,18.4,15.7,16.3,29.7,17,35.8,3.7,30.8,17.3,16,13.3,91.1,93.2,-2.1,21.1,2,25.2,3.3,9.9,6.6,12.6,33.3,44,99.4,82.84,9.4,15.1,12.1,3.6,11.9,30.2,0.8,6.4,11.8,4.2,4.2,100,1.7,4.9,6.6,5.7,2.8,3.6,0.2,4.2,37,0,0,-2.1,48.3,46,54,46.9,3.1,18.8,6.3,34.4,28.1,43.8,13.3,86.7,100,0,31.6,68.4
SOPHIE CUNNINGHAM,PHO,24,0.6,1,61.9,0.4,0.6,61.5,0.1,0.3,33.3,0.1,0.3,40,0.1,0.2,33.3,0.4,2,20.9,5.1,7.4,69,3.6,9.8,36.4,2.5,7.3,34,0.2,0.7,33.3,0.4,1.2,33.3,2,7.2,27.6,21,12,9,396,12.5,11.6,13.7,15.2,20.6,12.1,11.3,12.5,5.1,6.7,7.9,10.3,14.9,6.7,20,23.4,10.7,12.1,103.6,95.3,8.3,6,1.07,12.1,2.3,3.1,2.7,11.4,45.1,51,100.53,83.77,2.3,18.8,12.5,4.2,10.9,38.5,1.4,6.1,23.5,2.6,3,88,1.1,1.6,2.6,1.9,1.8,1.3,0.4,5.5,21.8,0,0,9.2,47.5,44,56,44.2,3.8,34.6,18.3,21.2,16.3,40.4,78.3,21.7,91.7,8.3,82.9,17.1
STEFANIE DOLSON,CHI,29,0.8,0.9,85.7,0.5,1.1,43.8,0.3,0.6,44.4,0,0,0,0,0,0,0.8,2.1,37.5,4.7,7.6,62.3,3.5,8.7,40.8,3.1,7.7,40,0.7,1.2,54.5,0.2,0.6,28.6,2.5,6.8,37.3,15,8,7,273,15.1,14.6,15,20.3,19,18.9,20,26.8,22.9,23.6,15.8,15,14.6,41.9,5.3,35.8,16.3,15.7,108.5,101.2,7.3,12.2,1.67,21,4.6,14.9,10.1,12.6,57.7,60.5,100.68,83.9,7.3,18.2,17,6.2,12.6,49.3,2.1,5.7,37.5,2.5,3.4,73.7,1.9,7.3,9.2,4.4,2.7,1.1,2.3,8.5,42.1,0,0,4.2,48.4,54.9,45.1,47.9,8.3,37.5,0,14.6,4.2,39.6,69.6,30.4,100,0,80,20
STELLA JOHNSON,WAS,22,0.6,0.9,62.5,0.3,1.1,22.2,0,0.4,0,0,0,0,0,0,0,1.1,1.8,64.3,3.1,4.2,73.7,2.3,4.1,54.5,2.7,5.7,47.5,0.3,0.7,50,1,1,100,2.4,4.6,51.4,9,3,6,100,16.8,18.4,19.1,36,24.1,13.9,10.9,12.1,18.6,15.8,19,11.1,31.6,33.3,0,26.8,17.4,19.6,119.3,122.7,-3.4,16.9,3,23.1,4.1,12.1,7.3,7.7,60.3,63.5,93.82,78.19,9.8,11.1,23.4,8.1,17.3,47.1,4.6,7.1,64.3,2.5,2.5,100,2,4.1,6.1,6.1,2,3,1,5.6,49.9,0,0,-1.5,50.8,58.8,41.2,30.4,0,58.7,6.5,10.9,19.6,30.4,71.4,28.6,100,0,87.5,12.5
STEPHANIE MAVUNGA,CHI,25,0.7,0.8,87.5,0.4,1,40,0.2,0.6,33.3,0,0,0,0,0,0,0,0.5,0,3,4.5,66.7,1.5,3.2,46.9,1.8,5.1,35.3,0.3,0.8,33.3,0,1,0,1.4,4.1,34.1,10,2,8,95,19.1,18.8,18.5,0,10.6,23.7,25.6,41.7,33.8,35.9,11.9,23.4,7.7,50,33.3,25.6,22.5,18.4,95,108.1,-13.1,8.9,0.45,10,11,22.8,17.2,22,44.8,51.7,100.23,83.53,9.2,9.5,17.5,6.5,14.5,44.8,0,2.5,0,4.5,5.5,81.8,5,11.5,16.5,2.5,5.5,0.5,1,5.5,40.1,0,0,-12,47.7,82.8,17.2,74.3,11.4,0,0,25.7,8.6,62.9,69.2,30.8,0,0,69.2,30.8
SUE BIRD,SEA,40,0.3,0.4,75,0.3,0.4,75,1.1,2.4,46.2,0.3,0.3,100,0.1,0.1,100,1.7,4.1,42.2,4.9,8.1,60.7,4.1,10.5,38.8,3.6,9.3,39.2,0.5,1.3,38.5,0.6,1.2,45.5,3.3,11,29.8,11,10,1,257,17.6,17.8,18.7,32.9,31,3.4,3.8,2,10.1,8.3,33.3,19.8,10.9,7.4,6.3,10.7,5.9,17.4,118.6,93,25.6,30.2,3.17,35.6,0.5,6.7,3.9,11.3,63.3,63.7,97.87,81.56,12,23.4,20.7,7.9,15.9,49.4,4.4,9.4,46.9,0.6,0.8,75,0.2,3.4,3.6,10.9,3.4,1.3,0.4,1.7,43.2,0,0,24.7,49.3,41,59,33.3,22.2,63.9,7.4,2.8,19.4,11.1,44.4,55.6,87,13,68.3,31.7
SUG SUTTON,WAS,22,0.2,0.2,100,0.1,0.5,16.7,0.3,0.7,50,0,0,0,0,0,0,0.4,1.3,31.3,1.7,2.8,61.3,1.4,3.3,43.6,1.7,3.5,47.6,0,0,0,0.5,1.5,33.3,1.6,3.6,44.2,12,6,6,113,17.1,16.4,19.3,19.2,25,15.6,17.5,0,16.4,11.7,25,12,4.5,0,44.4,18.3,19,16.7,94.4,101.3,-6.9,19.7,2,22.2,0,10,4.7,11.1,43.9,47.1,93.15,77.63,5.1,9.4,15.7,5.6,15.3,36.4,2.3,7.9,29.4,2.3,3.2,71.4,0,4.2,4.2,5.6,2.8,0.5,0,5.1,27.7,0,0,-10.2,52.4,48.5,51.5,41.2,23.5,44.1,5.9,14.7,26.5,17.6,42.9,57.1,100,0,66.7,33.3
SUGAR RODGERS,LVA,31,0,0.1,50,0.1,0.5,30,0.1,0.2,40,0,0,0,0.1,0.2,50,0.9,2.7,31.7,3,4,75.9,1.7,5,33.6,1.5,4.7,31.7,0.3,0.8,40,0,0.5,0,1.9,5.7,32.8,22,18,4,265,16.1,12.9,18.5,54.1,61,2.5,2.8,7.1,13,12,25.2,17.8,13,16.7,11.8,22.5,3.9,13.4,101.1,91.1,10,17.6,1.94,23.8,1.2,8.9,5.3,12.3,44.4,45.3,99.96,83.3,5.3,12,13.5,4.7,14.6,32.1,3.6,11.6,31.3,0.5,0.7,75,0.5,4.5,5.1,5.6,2.9,1.3,0.5,4.5,30.5,0,0,10.8,47.8,21,79,16,5.3,80,6.7,4,13.3,10.7,16.7,83.3,75,25,61.5,38.5
SYDNEY COLSON,CHI,31,0.1,0.1,50,0.2,0.5,37.5,0.1,0.1,100,0,0,0,0,0,0,0.2,0.5,33.3,1.6,2.1,76.5,1.4,3.1,44,1.2,2.3,51.3,0.3,0.8,40,0.5,0.5,100,0.7,2.7,26.1,17,8,9,110,15.7,11.4,12.3,23.1,17.3,24.1,22.2,6.3,9,8.4,27.5,28.6,27.3,0,7.7,24.1,20.9,14,87.3,98.8,-11.4,20,1,26.4,1,6,3.6,26.4,50,57.1,102.02,85.01,4,6.5,12.2,3.9,9.2,42.9,1.3,3.9,33.3,3.1,3.5,87.5,0.4,2.6,3.1,6.1,6.1,2.6,0,5.7,26.8,0,0,-16.2,48.2,57.1,42.9,42.9,14.3,32.1,0,25,25,28.6,16.7,83.3,100,0,44.4,55.6
SYDNEY WIESE,LAS,25,0.9,1.2,73.9,0.1,0.5,22.2,0.2,0.4,37.5,0.1,0.1,100,0,0.1,0,1.2,2.6,46,4.8,6.6,73,2.6,7.5,35.2,3.6,8.7,41,0.2,0.8,27.3,0.2,0.7,30,2.7,7.5,36.4,19,14,5,363,14.4,16.7,15.8,34.7,31,8.1,7,9.1,12,11.5,12.6,15.5,13.6,7.7,11.5,10.3,10.1,16.9,102.9,97.3,5.6,9.4,1,15.6,1.5,8.1,4.9,15.6,64,66.1,99.07,82.56,8.7,19.1,17.4,6.3,12.4,50.5,3.3,7.1,47.2,1.5,1.6,91.7,0.7,3.7,4.4,2.9,2.9,1.5,0.3,2.3,29.4,0,0,5.1,48.6,43,57,33.8,4.6,57.7,6.2,8.5,23.1,29.2,72.7,27.3,84,16,78.7,21.3
SYLVIA FOWLES,MIN,35,3.8,4.8,79.3,2.3,4.1,55.2,0,0.9,0,0,0,0,0,0,0,0,0,0,5,6.3,78.9,3,8.6,35,4.6,12.4,36.8,1,1.8,55.6,0.5,1.2,42.9,3.1,11.3,27.8,7,5,2,168,22.6,31.5,23.6,0,0,33.3,34.1,50,39.5,42.2,7.5,13.6,18.2,57.1,23.5,25.7,28.2,29.8,103,91.9,11.1,7.1,0.75,6.5,13.8,27.3,21,8.7,60.9,66.4,94.59,78.82,22.7,24.1,30.7,11.7,19.3,60.9,0,0,0,7.2,8.7,82.8,6.3,14.2,20.5,1.8,2.4,1.8,2.4,5.4,68.3,4,0,11.1,50.7,100,0,76.5,0,0,0,23.5,24.5,76.5,71.8,28.2,0,0,71.8,28.2
TE'A COOPER,LAS,23,1.2,1.9,62.2,0.6,1.4,42.9,0.3,0.8,31.3,0.1,0.5,16.7,0,0,0,0.5,1.3,38.5,4.1,5.8,70.4,3.1,7.2,42.4,2.2,6.4,34.4,0.4,0.9,41.7,0.3,0.7,50,2.4,7.2,33.3,20,14,6,345,19.7,18.3,19.7,19.3,20.5,25.5,27,3.6,8.5,7.5,24,22,16.5,0,28.6,22.4,35,19.4,99.7,96.5,3.2,17.6,1.38,20.4,0.6,5.5,3.1,14.8,50,54.3,99.35,82.79,6.5,17.2,19.4,7.1,15.8,45.1,1.5,4.5,34.4,3.6,4.7,76.5,0.3,2.5,2.8,5.6,4,1.8,0,5.4,32.5,0,0,4.2,48.1,71.7,28.3,57.6,7.2,23.7,19.4,18.7,29.5,50.4,40,60,100,0,52.9,47.1
TEAIRA MCCOWAN,IND,24,2.3,3.2,71.8,1.5,3.4,45.9,0.2,0.9,25,0,0,0,0,0,0,0,0.1,0,6.1,9.7,63.1,3.8,9.4,40.6,3.1,8.2,37.8,0.6,1,58.8,0.1,0.6,20,2.8,7.8,36.3,22,6,16,461,22.8,26.5,21.5,0,1.4,30.2,32.8,53.9,32.7,39.4,6.4,24,11.9,51.2,31.1,27.1,32.5,25.2,102.4,109.5,-7.2,5.6,0.33,5.3,14.9,20.2,17.5,16.3,53.6,59.1,97.22,81.02,12.9,20.9,25.8,9.7,18,53.6,0,0.3,0,6.4,8.6,75,7.4,9.9,17.3,1.5,4.6,0.8,2.4,6.2,53.5,5,0,-7.6,49.5,98.2,1.8,75,4.2,0,0,25,16.7,70.8,71.1,28.9,0,0,71.1,28.9
THERESA PLAISANCE,CON,28,0.1,0.1,100,0.3,0.5,66.7,0.1,0.4,20,0,0,0,0,0,0,0.4,1.3,29.4,2.1,2.9,71.9,1.5,3.3,46.5,0.8,2.2,39.3,0.8,0.8,100,0.3,1,33.3,1.1,2.8,38.9,13,4,9,90,15.8,18.3,18.6,35.7,32.7,16.1,15.4,10.5,22.9,19.4,2.4,6.7,26.3,42.9,9.1,46.5,18.9,19.4,91.2,108.4,-17.2,2,0.5,2.9,2,14.1,7.3,5.9,46.6,50.6,98.7,82.25,3.4,7,17.7,6.1,16,37.9,2.8,9.4,29.4,2.8,3.3,83.3,1.1,6.1,7.2,0.6,1.1,2.8,1.7,11,39.3,0,0,-23.2,50,41.4,58.6,37.5,6.3,46.9,0,15.6,31.3,31.3,83.3,16.7,100,0,90.9,9.1
TIANNA HAWKINS,WAS,29,1.3,1.6,80,0.6,1.8,36.7,0.3,1.1,27.8,0,0.1,0,0,0,0,1,3.3,30.4,4.6,6.3,74,3.4,8.6,39.7,3,7.5,39.8,0.2,0.5,33.3,0.3,0.8,44.4,2.8,7.6,37.2,17,5,12,329,21.4,25.4,23.4,29.3,26.6,21.4,21.3,17.9,25.8,23.7,11.6,16.3,22.6,28.6,22.7,29.3,20.5,25,87.9,101.4,-13.5,10.9,0.85,9.6,3.4,16.4,9.2,11.2,47.3,51.3,96.35,80.29,9.2,19.3,22,8,19.7,40.8,2.6,8.6,29.8,3.3,3.9,84.6,1.8,7.3,9.1,2.6,3,2.1,0.9,6.7,42.9,1,0,-13.7,49.9,56.2,43.8,49.7,6.9,35.2,2.8,15.2,14.5,42.8,77.8,22.2,100,0,84.9,15.1
TIFFANY MITCHELL,IND,26,1.1,2,55.3,0.9,2.3,40.9,0.9,3.1,30.5,0.1,0.3,40,0.1,0.2,50,0.7,3.5,21.2,7.4,11.9,62.1,5.5,11.5,47.7,3.7,10.9,34.1,0.6,1,64.7,0.1,0.6,12.5,3.4,9.7,35.1,19,5,14,502,24.8,20.6,25.7,22.4,31.6,35.6,31.5,13.9,16.2,15.6,21.9,22.7,18.5,4.8,25,20.6,29.8,24,98,105.9,-7.9,17.2,1.09,14.4,3.1,10.1,6.6,13.2,38.6,48.5,98.05,81.71,7.7,26.4,23.5,7.2,20.8,34.6,1.6,7.1,23.3,7.5,7.9,95.1,1.5,4.8,6.3,4.8,4.4,1.2,0.2,4.8,37.9,0,0,-6.9,48.7,65.9,34.1,47.1,14.9,21.1,4.1,31.8,8.7,32.2,42.1,57.9,76.5,23.5,50,50
TYASHA HARRIS,DAL,22,0.5,0.8,58.8,0.7,1.2,53.8,0.6,1.3,42.9,0.1,0.2,33.3,0,0.1,0,0.9,2.5,34.6,5.3,7.5,70.3,4,9.2,42.8,2.5,6.7,37.9,0.7,1.2,57.1,0.2,0.7,23.1,2.4,7.1,34,21,7,14,412,16.1,18.9,17.7,20.7,19.1,9.5,12.2,0,11,8,38.7,14.2,21.4,10,12.1,18.9,12.9,17.4,98.6,105.5,-7,24.6,3.22,27.4,0,6.7,3.1,8.5,50.8,52.3,97.11,80.92,8.2,19.6,17.1,6.6,15.2,43.3,2.3,6.7,33.9,1.7,2.6,63.6,0,3.1,3.1,7,2.2,2.2,0.4,4.3,36.7,0,0,-6.8,49.4,55.9,44.1,50.3,16.8,39.9,13.3,9.8,20.3,33.6,19.4,80.6,68.4,31.6,36.4,63.6
VICTORIA VIVIANS,IND,26,0.3,0.5,66.7,0.7,1.3,50,0.3,1.2,28.6,0.3,0.7,50,0,0,0,0.2,1.5,11.1,3.8,5.3,71.9,3.8,7.2,53.5,1.7,6.7,25,0.3,1.3,25,0,0.3,0,2,5.3,37.5,6,3,3,85,18.1,14.7,19.6,10.5,22,16.7,16.3,8.3,20.3,16.9,7.7,17.1,16.7,0,100,36.6,14.3,14.7,108.8,107.2,1.7,5.2,0.5,7.3,2.4,14,8.2,14.6,37.9,44.6,102,85,1.7,14.2,16,5.5,16,34.5,1.1,6.1,18.2,3.9,4.4,87.5,1.1,6.6,7.7,1.7,3.3,0.6,0,8.3,26.1,0,0,1.7,47.1,62.1,37.9,55.2,13.8,20.7,0,24.1,6.9,41.4,37.5,62.5,50,50,40,60
AVERY WARLEY-TALBERT,LVA,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3,2.3,100,1.7,2.7,62.5,1.7,3.7,45.5,1,2,50,0,0,0,2,5.3,37.5,3,1,2,24,16.4,15,17.5,0,0,15.4,18.8,62.5,18.8,33.3,23.1,20,0,0,50,54.5,46.7,13.6,111.3,115.1,-3.8,17.6,1.5,23.1,21.7,15,18.6,15.4,42.9,48.1,104.12,86.77,3.3,8.1,15.1,5.7,13.2,42.9,0,0,0,3.8,5.7,66.7,9.4,5.7,15.1,5.7,3.8,0,0,11.3,37.9,0,0,-3.8,46.1,100,0,75,0,0,0,25,0,75,33.3,66.7,0,0,33.3,66.7
KALEENA MOSQUEDA-LEWIS,CON,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2,4.6,68.9,1.7,3.8,44.3,1.3,3.6,35.2,0.2,1,16.7,0.3,0.9,28.6,1.8,4.4,40.8,16,5,11,164,18.9,19,23.5,42.9,49,5.6,6.8,3.2,20,16,6.3,11.7,9.4,7.7,22.2,17.7,9.3,18.1,86.9,109.2,-22.3,4.9,0.57,5.1,0.5,12.8,6.2,9,39.1,40.3,101.53,84.61,2.1,10.2,15.7,5.5,18.6,29.7,3.5,13.7,25.5,1.2,2,57.1,0.3,5.8,6.1,1.2,2,0.9,0.3,4.9,26.2,0,0,-23.8,47.6,26.6,73.4,25.9,11.1,66.7,0,7.4,22.2,14.8,85.7,14.3,100,0,94.7,5.3
KARIMA CHRISTMAS-KELLY,MIN,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,3.5,71.4,2.5,7.5,33.3,3.5,7,50,1,1,100,0,0,0,0,3,0,2,1,1,25,23.8,7.1,16.3,0,27.3,50,47.1,14.3,25,22.2,14.3,44.4,42.9,33.3,50,18.2,46.7,20.9,79.6,85.2,-5.6,7.7,0.25,6.3,3.4,18.5,10.7,25,14.3,42.8,103.27,86.06,9.9,12.5,16.7,1.9,13,14.3,0,5.6,0,13,14.8,87.5,1.9,9.3,11.1,1.9,7.4,5.6,1.9,3.7,47.6,0,0,-5.6,46.5,57.1,42.9,22.2,0,0,0,77.8,0,22.2,0,100,0,0,0,100
MYISHA HINES-ALLEN,WAS,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.4,8.8,72.5,5.8,12.5,46.7,4.5,11.6,38.4,0.3,1,25,0.6,1.1,50,4.8,13.1,36.7,22,9,13,659,25.3,29,26.4,18.3,16,24.7,24.5,31.8,39.6,37.9,16.7,23.2,25.4,13.9,28.6,23.9,26.6,27.3,105.4,100.7,4.7,15.5,1.19,13.5,5.6,26.8,16,11.3,55.4,58.5,95.21,79.34,16.5,29.9,28.8,11.5,22.6,51,2,4.7,42.6,3.7,4.5,82.8,2.7,12.3,15,4.4,3.7,2.5,0.4,4.8,58.2,10,0,3.7,50.7,79.3,20.7,66.3,10.2,20.9,4.8,12.8,21.9,56.1,59.7,40.3,88.5,11.5,64.7,35.3
SHATORI WALKER-KIMBROUGH,PHO,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.6,8.6,65.6,2.9,8.2,35.5,3,8.3,36.6,0.1,0.4,25,0.2,1.1,20,2.7,7.8,34.8,21,12,9,400,17.2,18.2,19,23.9,20.4,14.4,13.2,8.7,10.9,10.4,17,13.5,29.1,12.7,21.6,13.7,15.7,18.1,102.1,96.6,5.4,13.2,1.52,16.8,1.6,6.5,4.2,11.1,51.6,55.8,99.79,83.16,9.6,19,18.5,6.5,15.2,42.9,2.7,6.2,43.1,2.8,3,92,0.7,3.4,4.1,3.9,2.5,2.8,1,2.9,37.9,0,0,4.5,48.3,59.5,40.5,41.8,15.7,43.1,20.9,15,32.7,26.1,46.9,53.1,81.8,18.2,61.1,38.9
SKYLAR DIGGINS-SMITH,PHO,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.5,12.8,66.7,5.2,14.2,36.4,4.9,12.2,40.1,0.4,0.7,50,0.5,1.2,39.1,4.4,13,34,22,13,9,675,24.3,25.1,23.9,33.6,29,31.5,28.8,8.8,14.2,13,27.8,25.7,17.9,12.1,20,14.9,24.4,27.2,103,105.4,-2.3,24.5,1.33,19.7,1.7,8.9,5.4,14.8,56,62.5,99.39,82.83,13.1,30.7,28,9.1,19.2,47.4,3.3,8.3,39.7,6.5,7.2,90,0.8,4.5,5.2,6.7,5,1.4,0.8,3.6,46,0,0,-2.9,48.4,56.7,43.3,41.5,7.2,35.4,5.1,23.1,17.4,34.4,35.8,64.2,69.6,30.4,48,52
TIERRA RUFFIN-PRATT,LAS,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9,3.9,74.6,2.4,6.3,37.6,2.6,6.9,38.2,0.4,1,36.4,0.3,1.1,30,3.1,6.9,44.5,17,12,5,246,12.2,6.5,11.2,15.4,12.6,18.1,19.5,24.3,17.2,18.6,14.7,12,19.6,18.8,18.2,27.7,17.8,9.5,102,97.7,4.3,8.7,1.67,18.3,3.9,11.3,7.6,11,33.3,43.4,99.27,82.72,3.7,14.5,9.7,2.4,8.9,26.7,1.2,2.6,46.2,3.8,5.2,73.1,1.8,5.4,7.1,3,1.8,2.2,0.6,5.6,29.3,0,0,2.4,48.8,71.1,28.9,24.5,8.2,36.7,4.1,38.8,32.7,16.3,33.3,66.7,100,0,66.7,33.3
