"Player","Team","Position","G","MP","PER","TSpct","3PAr","FTr","OREBpct","REBpct","ASTpct","STLpct","BLKpct","TOVpct","USGpct","OWS","DWS","WS","WS_40","Season"
"Asia Taylor","CON","G",4,17,33.4,0.743,0,1.4,13.2,14.1,29.7,0,0,11,23.1,0.2,0,0.2,0.437,2016
"Nneka Ogwumike","LAS","F",33,1043,31.3,0.737,0.071,0.458,9.9,18.1,17.9,2.1,3,13.7,23,7,2.7,9.6,0.37,2016
"Maya Moore","MIN","F",34,1009,25.3,0.574,0.323,0.335,5.4,10.6,24.6,2.7,2,12.1,28.6,4.2,2.4,6.6,0.262,2016
"Sylvia Fowles","MIN","C",34,969,23.6,0.634,0,0.497,11,18.3,7.2,2.4,5.1,14.5,20,3.3,3,6.3,0.259,2016
"Elena Delle Donne","CHI","F-G",28,927,26.1,0.598,0.229,0.315,6.1,12.5,9.7,0.9,3.8,6.5,25.4,4.8,0.6,5.4,0.234,2016
"Jonquel Jones","CON","F",34,479,24,0.609,0.206,0.431,14.3,15.8,7.8,2.3,6.4,11.6,19.4,1.9,0.9,2.8,0.232,2016
"Anna Cruz","MIN","G",6,60,15.5,0.623,0.091,0.545,2.1,6.1,28.2,1.7,0,12.8,11.6,0.2,0.1,0.3,0.23,2016
"Chiney Ogwumike","CON","F-C",33,801,22.8,0.63,0,0.517,12.3,16.6,4.8,2.1,3.3,12.7,20.4,3.1,1.2,4.4,0.218,2016
"Penny Taylor","PHO","F",25,643,22.2,0.645,0.483,0.359,1.9,8.9,24.5,3,1.3,14.8,20.2,2.5,0.9,3.4,0.212,2016
"Natasha Howard","MIN","F",34,495,18.8,0.605,0.031,0.383,10.5,14.9,9.3,2.4,4.4,16.4,20.3,1.2,1.4,2.5,0.206,2016
"LaToya Sanders","WAS","F-C",4,69,20.8,0.611,0,0.722,7,10.5,2.6,2.3,11.4,11.2,17.8,0.2,0.1,0.4,0.205,2016
"Rebekkah Brunson","MIN","F",33,812,16.1,0.545,0.005,0.363,11.4,18,10.5,1.9,0.9,11.1,13.8,2.1,2,4.1,0.201,2016
"Emma Meesseman","WAS","F",34,996,22.9,0.6,0.17,0.216,8.2,11.5,16.2,2.2,2,9.3,22,3.8,1.2,4.9,0.199,2016
"Breanna Stewart","SEA","F",34,1179,22.9,0.576,0.292,0.422,4.4,16.7,17.8,1.9,4.1,13.1,24.6,3.2,2.5,5.7,0.193,2016
"Shoni Schimmel","NYL","G",17,77,19.5,0.788,0.8,0.25,0,5.9,22,2,1,24,16.6,0.3,0.1,0.4,0.192,2016
"Tamika Catchings","IND","F",34,844,21.7,0.554,0.297,0.365,6,12.5,14.2,3.8,1,9.7,23.3,2.5,1.5,4,0.191,2016
"Adut Bulgak","NYL","C",7,23,20.7,0.549,0.182,0.364,14.9,22.1,0,0,0,7.3,26.2,0.1,0,0.1,0.187,2016
"Kiah Stokes","NYL","C",27,650,16.7,0.654,0,0.504,11.1,17.5,5,1.4,4.7,17.3,11.7,1.4,1.5,2.9,0.178,2016
"Tina Charles","NYL","C",32,1077,23.8,0.499,0.079,0.248,7.9,16.6,23.4,1.3,1.9,8.4,30.7,2.7,2.1,4.7,0.176,2016
"Erlana Larkins","IND","F",33,880,17.9,0.695,0,0.416,10.9,17.9,12.8,1.8,1.4,21.6,12.9,2.6,1.2,3.9,0.175,2016
"Lindsay Whalen","MIN","G",32,786,16.6,0.578,0.046,0.308,2.4,6.4,24.6,1.2,0,14.4,18,2.2,1.2,3.4,0.174,2016
"Brittney Griner","PHO","C",34,992,20.9,0.621,0,0.511,5.9,13.6,6.5,0.7,8.2,15,21.5,2.7,1.6,4.3,0.173,2016
"Kristi Toliver","LAS","G",33,1060,16,0.593,0.574,0.243,1.5,5.1,18,1.4,0.2,10.9,18.3,3,1.3,4.3,0.163,2016
"Candace Parker","LAS","F-C",34,1046,20.6,0.53,0.256,0.326,4.2,15.1,26.8,2.4,2.6,16.6,26.5,1.3,2.7,4,0.154,2016
"Tiffany Hayes","ATL","G",33,1016,17.2,0.571,0.337,0.559,3.7,6.3,13.8,2,0.6,12,21,3,0.9,3.9,0.152,2016
"DeWanna Bonner","PHO","F-G",34,1064,18.8,0.563,0.419,0.463,4.9,10.4,13.5,2.1,1.5,11.4,21.1,2.7,1.2,4,0.149,2016
"Crystal Langhorne","SEA","F-C",33,843,16.6,0.667,0.005,0.395,6.7,13.4,9.8,1.4,0.9,18.1,15.9,2,1,3.1,0.147,2016
"Lynetta Kizer","IND","F",33,569,19.8,0.585,0.004,0.2,7.8,12,7.3,2.3,1.5,11.4,24.5,1.3,0.7,2.1,0.145,2016
"Imani McGee-Stafford","CHI","C",31,587,17.3,0.578,0,0.318,10.9,17.6,4.5,1.6,5.9,13.5,15.4,1.3,0.8,2.1,0.142,2016
"Maggie Lucas","IND","G",4,55,17.7,0.644,0.476,0.333,2.3,9.4,10.4,1.9,0,17.2,24,0.1,0.1,0.2,0.142,2016
"Ann Wauters","LAS","C",21,97,14.2,0.588,0,0.364,5.5,15,14.3,2.2,1.7,21.5,15.7,0.1,0.2,0.3,0.142,2016
"Erika de Souza","CHI","F-C",31,516,17.7,0.549,0,0.242,14,18.4,5.8,1.7,3.5,11.8,15.9,1.2,0.6,1.8,0.141,2016
"Angel McCoughtry","ATL","F-G",33,989,21.7,0.527,0.167,0.422,4.3,10.8,19.3,2.7,1.7,13.6,30.9,1.8,1.6,3.4,0.137,2016
"Rebecca Allen","NYL","G",21,280,14.7,0.574,0.306,0.153,4.9,7.1,6.9,1.6,3.2,11.1,18.4,0.5,0.4,0.9,0.134,2016
"Candice Dupree","PHO","F",32,930,16.5,0.577,0.004,0.256,5.2,11.2,11.7,1.4,0.4,9.8,17,2.3,0.8,3.1,0.134,2016
"Sugar Rodgers","NYL","G",33,1008,15.3,0.56,0.54,0.247,1.6,6.8,13.6,1.8,1.2,12.1,21.1,1.9,1.4,3.4,0.134,2016
"Janel McCarville","MIN","F-C",33,417,13.1,0.483,0.105,0.19,6.7,12.3,18.7,2.6,2.2,16.8,14.6,0.3,1,1.4,0.133,2016
"Epiphanny Prince","NYL","G",6,83,11.8,0.552,0.44,0.28,1.4,6.1,7.9,1.2,0,6.6,15.9,0.2,0.1,0.3,0.133,2016
"Natalie Achonwa","IND","F",24,195,17,0.575,0,0.303,10.4,15.6,5.7,2.7,0.4,13.8,20.2,0.4,0.3,0.6,0.13,2016
"Courtney Vandersloot","CHI","G",30,728,18,0.544,0.323,0.319,2.1,6.5,28,2.9,0.5,15.3,18.5,1.9,0.5,2.4,0.13,2016
"Jantel Lavender","LAS","F",34,659,18.2,0.552,0.004,0.147,7.5,11.9,12.2,0.8,2.1,11.9,24,1,1.1,2.1,0.126,2016
"Kayla Alexander","SAS","C",25,489,17,0.596,0,0.433,11.2,13.8,5.3,1.2,2.1,14.3,18.5,1.1,0.5,1.5,0.124,2016
"Courtney Paris","DAL","C",34,827,16.4,0.555,0.005,0.207,12.3,19,8.5,0.9,2.6,10.2,13.8,2,0.6,2.6,0.124,2016
"Stefanie Dolson","WAS","C",34,765,16.2,0.559,0.121,0.336,7.6,12.5,9.3,0.9,3.3,12.1,19.4,1.6,0.8,2.3,0.122,2016
"Diana Taurasi","PHO","G",33,984,18.4,0.563,0.558,0.338,0.8,6.1,24,1.6,0.3,14.1,28.2,2.3,0.7,3,0.122,2016
"Carolyn Swords","NYL","C",34,596,13.2,0.593,0,0.263,10.6,14.9,6.4,0.6,2.8,18.2,13.3,0.9,0.9,1.8,0.121,2016
"Keisha Hampton","MIN","F",27,183,10.3,0.521,0.632,0.404,3.5,3.3,7.9,2.2,1.3,13,18.7,0.2,0.3,0.5,0.119,2016
"Tayler Hill","WAS","G",32,937,17.1,0.512,0.429,0.469,1.7,5.4,18.4,2,0.3,7.7,25.6,2.2,0.6,2.8,0.118,2016
"Jewell Loyd","SEA","G",34,1075,18.2,0.543,0.292,0.325,4,6.7,19.9,2,0.7,12.8,25.7,2.2,1,3.2,0.118,2016
"Karima Christmas-Kelly","DAL","F-G",34,1075,16.5,0.541,0.375,0.506,8.3,10.8,11.6,1.9,1.6,11.5,17.7,2.7,0.4,3.1,0.116,2016
"Briann January","IND","G",29,816,14.4,0.547,0.341,0.406,2.8,4.1,26.9,2.3,0.3,16.6,17.1,1.8,0.6,2.4,0.116,2016
"Shekinna Stricklen","CON","F",28,306,13.2,0.508,0.74,0.135,3.3,7.5,7.6,2,0.5,3.5,16.1,0.6,0.3,0.9,0.115,2016
"Elizabeth Williams","ATL","C-F",34,1179,15.6,0.491,0.003,0.375,10.3,13.4,6.2,1.1,5,9.2,16.8,1.7,1.7,3.4,0.115,2016
"Alysha Clark","SEA","F",33,911,12.6,0.609,0.429,0.272,5.7,8.2,11.6,1.4,0.2,15.3,14.7,1.9,0.7,2.6,0.112,2016
"Glory Johnson","DAL","F",18,502,17.9,0.52,0.086,0.448,10.4,18.6,8.4,1.7,1.7,11.8,19,0.9,0.5,1.4,0.111,2016
"Devereaux Peters","IND","F",30,440,14.6,0.557,0.023,0.135,5.7,13.3,8.9,1.4,3.5,11.3,16.4,0.6,0.6,1.2,0.111,2016
"Jeanette Pohlen-Mavunga","IND","G",12,49,11,0.699,0.545,0.091,0,1.3,16.9,0,0,14.9,12.4,0.1,0,0.1,0.11,2016
"Sue Bird","SEA","G",34,1076,16.4,0.573,0.455,0.157,0.7,5.6,31.9,1.6,0.4,18.1,20.2,2,0.9,2.9,0.108,2016
"Amanda Zahui B.","NYL","C",33,374,14.8,0.536,0.126,0.48,12.9,15.7,5.5,1.5,4.7,19.4,22.4,0.2,0.8,1,0.107,2016
"Shavonte Zellous","NYL","G",33,770,13,0.519,0.115,0.535,2.7,5.9,15.4,1.9,0.6,13.6,18.4,1.1,1,2.1,0.107,2016
"Shenise Johnson","IND","G",29,651,16.4,0.532,0.326,0.268,5.2,10.1,16,2.8,1.3,15.2,22,0.8,0.9,1.7,0.105,2016
"Alana Beard","LAS","G-F",34,997,11,0.519,0.178,0.182,4.2,7,10.9,3,1.6,15.7,12.9,0.6,2,2.6,0.104,2016
"Sancho Lyttle","ATL","F",19,571,14.5,0.453,0.06,0.168,8.4,15,10.2,3.5,2.5,12.6,13.9,0.3,1.2,1.5,0.103,2016
"Essence Carson","LAS","G",34,791,12.7,0.549,0.282,0.242,2,5.4,10.2,2.4,0.8,14.3,17.4,0.7,1.3,2,0.101,2016
"Krystal Thomas","SEA","C",19,177,8.5,0.611,0,0.368,14,15.1,1.7,1.2,5.5,29,8.2,0.2,0.3,0.4,0.1,2016
"Chelsea Gray","LAS","G",33,540,13.2,0.545,0.293,0.318,2,6.8,20.4,1.6,0.6,18.3,19,0.5,0.8,1.3,0.099,2016
"Layshia Clarendon","ATL","G",34,959,14.2,0.559,0.195,0.432,5.1,8.8,21.2,1.3,0.2,19.2,17.7,1.5,0.8,2.3,0.095,2016
"Ramu Tokashiki","SEA","F",31,404,11.7,0.546,0.008,0.433,9.1,11.7,3.9,1.9,0.7,14.2,20.4,0.5,0.5,0.9,0.093,2016
"Tianna Hawkins","WAS","F",24,252,13.7,0.6,0.259,0.247,11.6,14.1,7.6,1,1.2,19.6,21.4,0.4,0.2,0.6,0.091,2016
"Jia Perkins","MIN","G",34,705,10.4,0.441,0.251,0.211,3.8,7.8,9.4,2.3,0.8,8.5,17.1,0.2,1.4,1.6,0.091,2016
"Aerial Powers","DAL","F-G",32,614,16.7,0.542,0.343,0.476,4.8,8.2,10.9,2.7,0.9,14.2,25.2,1.1,0.3,1.4,0.09,2016
"Astou Ndour","SAS","C-F",30,446,15.4,0.502,0.372,0.213,6.5,12.7,5.3,1.5,4.6,8.2,20.2,0.4,0.6,1,0.089,2016
"Renee Montgomery","MIN","G",34,656,12.2,0.514,0.384,0.292,1.2,2.9,21.7,2.6,0.2,19.3,20.7,0.3,1.1,1.4,0.087,2016
"Jessica Breland","CHI","F",34,585,15,0.531,0,0.222,8.9,15.2,6.1,1.5,5.2,15.7,17.1,0.6,0.7,1.3,0.086,2016
"Alyssa Thomas","CON","F",31,840,15.7,0.528,0,0.491,8.3,13.4,13.5,2.6,0.6,18.8,20.5,0.6,1.1,1.8,0.085,2016
"Rachel Banham","CON","G",15,164,10.9,0.547,0.755,0.061,0.7,4,13.2,2.5,0.5,13.7,15.4,0.2,0.1,0.3,0.084,2016
"Sonja Petrovic","PHO","F",31,459,11.2,0.558,0.264,0.388,6.8,9.1,7.1,2,1.2,17.5,17.1,0.5,0.4,0.9,0.082,2016
"Allie Quigley","CHI","G",34,604,16.7,0.554,0.299,0.139,0.8,2.8,15.2,1.4,0.7,11.3,23.8,1.3,0,1.2,0.082,2016
"Seimone Augustus","MIN","G-F",29,765,12.6,0.509,0.13,0.153,2.3,6.7,15.1,1,1.2,14.7,21.8,0.3,1.2,1.5,0.08,2016
"Abby Bishop","SEA","F",13,67,4.8,0.47,0.545,0.364,0,5.6,18.1,0.8,1.1,7.3,9.6,0.1,0,0.1,0.078,2016
"Bria Holmes","ATL","G",33,702,12.9,0.523,0.297,0.297,3.9,6.9,10.1,2.2,0.5,14.2,17,0.6,0.7,1.3,0.075,2016
"Mistie Bass","PHO","F",33,434,10,0.522,0,0.338,8,9,9,1.9,1.9,17.9,11.8,0.4,0.4,0.8,0.073,2016
"Morgan Tuck","CON","F",26,433,13.9,0.503,0.346,0.278,6,10.3,10.9,1.2,0.4,12.1,20.6,0.5,0.3,0.8,0.073,2016
"Reshanda Gray","ATL","F",28,269,9.7,0.54,0.014,0.493,10.2,15.1,2.6,0.8,1.1,16.8,17.2,0.2,0.3,0.5,0.072,2016
"Cappie Pondexter","CHI","G",33,905,15.3,0.505,0.124,0.245,1.7,6.1,15.5,1.7,0.3,10.2,22.7,1.4,0.2,1.6,0.072,2016
"Moriah Jefferson","SAS","G",34,1034,16.4,0.499,0.203,0.205,1.7,4.2,28.7,2.8,0.3,11.1,23.8,1,0.8,1.8,0.071,2016
"Isabelle Harrison","PHO","F",26,194,12.9,0.563,0,0.41,10.9,14.7,0.9,2.9,0.8,20,21.2,0,0.3,0.3,0.07,2016
"Jasmine Thomas","CON","G",34,1091,13.7,0.494,0.274,0.215,2.6,7.7,24.9,2,0.9,17.6,19.3,0.8,1,1.9,0.07,2016
"Kia Vaughn","WAS","C",34,672,13.3,0.524,0,0.145,7.4,13.2,5.8,1.6,2.1,13.5,16.3,0.4,0.8,1.2,0.07,2016
"Blake Dietrick","TOT","G",3,14,8.5,0.694,0.5,1,0,12.8,0,0,0,25.8,12.9,0,0,0,0.068,2016
"Tierra Ruffin-Pratt","WAS","G",32,781,12.1,0.486,0.253,0.48,5.6,11.1,18.1,2.2,0.8,17,17,0.4,0.9,1.3,0.067,2016
"Cheyenne Parker","CHI","F",25,315,12.5,0.52,0.012,0.386,13.1,15.2,2.8,1.9,1.3,16.4,16.1,0.3,0.2,0.5,0.063,2016
"Erin Phillips","DAL","G",32,466,11.2,0.595,0.536,0.286,3.5,4.6,14,0.5,0.5,16.5,14,0.9,-0.2,0.7,0.059,2016
"Ana Dabovic","LAS","G",22,236,8,0.487,0.352,0.537,3.4,4.5,17.8,2.9,0,22.2,17.1,0,0.4,0.3,0.057,2016
"Tamera Young","CHI","F",32,824,11.6,0.494,0.008,0.249,6.3,10.4,8.1,1.5,0.4,11.2,16.5,0.8,0.3,1.1,0.055,2016
"Leilani Mitchell","WAS","G",10,161,10.8,0.585,0.674,0.217,2.3,6.4,21,0.3,0,20.5,18.1,0.2,0,0.2,0.054,2016
"Jamierra Faulkner","CHI","G",34,655,15.8,0.506,0.275,0.217,1.8,4.5,35.7,2.8,0.5,21,22.2,0.6,0.3,0.9,0.053,2016
"Natasha Cloud","WAS","G",31,753,10.1,0.478,0.422,0.354,0.8,7.5,25.6,1.7,0.3,18.8,14,0.3,0.6,0.9,0.05,2016
"Sydney Colson","SAS","G",34,573,12.6,0.528,0.19,0.431,2.9,5.7,27.4,3.5,0.1,23.8,17.2,0.1,0.6,0.7,0.05,2016
"Alex Harden","PHO","G",28,210,9,0.489,0.3,0.05,5.9,6.4,9.7,2.9,1.5,18,10.8,0,0.2,0.3,0.05,2016
"Monique Currie","SAS","F",34,868,13.5,0.497,0.241,0.302,4.8,10.2,16.4,1.6,1.2,14.2,22.8,0.2,0.8,1.1,0.049,2016
"Brittany Boyd","NYL","G",33,651,11.9,0.441,0.173,0.389,3,7.2,29.6,4.1,0.4,21.1,20.8,-0.6,1.3,0.8,0.047,2016
"Jayne Appel-Marinelli","SAS","C",34,786,9.8,0.491,0.034,0.412,6.1,14,15.5,2,3.5,27.8,11.4,-0.4,1.3,0.9,0.046,2016
"Tiffany Mitchell","IND","G",34,681,10.9,0.51,0.353,0.419,2.8,5.5,11.8,2.3,0.4,16.2,22.7,0.2,0.6,0.8,0.046,2016
"Markeisha Gatling","TOT","C",27,232,8.1,0.54,0,0.291,10.7,11.8,5.7,1.1,2.6,24.4,15.8,0,0.2,0.2,0.042,2016
"Vicki Baugh","SAS","F-C",11,148,10.8,0.595,0,0.273,12.6,16.6,3.8,1.4,1.6,27.5,15.9,0,0.2,0.2,0.041,2016
"Courtney Williams","TOT","G",25,351,14.4,0.445,0.163,0.127,9,13,15,1.7,0.7,10.7,24.2,0,0.4,0.4,0.04,2016
"Alex Bentley","CON","G",34,979,11.3,0.467,0.383,0.148,1.1,3.9,14.5,1.6,0.2,9.5,22.8,0.5,0.5,0.9,0.039,2016
"Skylar Diggins-Smith","DAL","G",27,765,14,0.507,0.266,0.455,1.7,3.9,22.1,1.9,0.8,15.3,23.2,0.7,0,0.7,0.037,2016
"Bria Hartley","WAS","G",24,406,11.2,0.514,0.436,0.338,2.7,7,23.6,1.3,0,18.6,21.3,0.2,0.2,0.4,0.037,2016
"Marta Xargay","PHO","G",15,296,9,0.515,0.52,0.227,4.2,5.3,22.2,2.9,0.8,24.7,16.9,0,0.3,0.3,0.037,2016
"Kahleah Copper","WAS","G-F",30,487,10.7,0.509,0.192,0.404,3.2,11.4,8.5,1.6,0.3,15.2,20.5,-0.1,0.5,0.4,0.034,2016
"Plenette Pierson","DAL","F",27,718,12.6,0.484,0.297,0.233,5.4,10,14,1.6,1,12.7,22.7,0.4,0.2,0.6,0.034,2016
"Swin Cash","NYL","F",31,604,9.3,0.438,0.05,0.373,7.2,9.8,11.3,1.9,1.9,18,16.6,-0.5,1,0.5,0.033,2016
"Sandrine Gruda","LAS","F-C",7,37,4.7,0.371,0,0.111,7.3,6.8,7.8,1.4,2.2,9.6,13.2,0,0.1,0,0.029,2016
"Jamie Weisner","WAS","",7,25,9.7,0.607,0.444,0.222,4.9,7.2,15.2,0,0,23.3,23.7,0,0,0,0.029,2016
"Camille Little","CON","F",33,812,9.2,0.467,0.36,0.228,3.5,7.3,12.5,2.4,0.9,16.9,17.6,-0.3,0.8,0.5,0.024,2016
"Dearica Hamby","SAS","F",25,633,11.1,0.49,0.073,0.432,6.6,12,7.5,1.1,1.5,15.2,19.7,-0.2,0.6,0.4,0.023,2016
"Marissa Coleman","IND","G-F",32,781,9.9,0.471,0.5,0.346,3.7,8.7,13.1,1.9,1,16.5,19.7,-0.3,0.8,0.4,0.022,2016
"Clarissa Dos Santos","CHI","C",20,187,9.2,0.42,0.017,0.339,12,13.9,6.7,1.4,1.8,12.9,18.2,0,0.1,0.1,0.021,2016
"Jenna O'Hea","SEA","F",22,252,8.3,0.476,0.576,0.152,4.2,6.9,12,1.7,0.9,17.6,15.8,-0.1,0.2,0.1,0.018,2016
"Odyssey Sims","DAL","G",34,1074,12.5,0.479,0.346,0.335,2,4.7,22.4,1.8,0.5,14.8,23.4,0.5,0,0.5,0.018,2016
"Ivory Latta","WAS","G",22,458,10,0.491,0.633,0.265,2.4,4.9,16.2,0.9,0.2,14.3,21.8,0.1,0.1,0.2,0.015,2016
"Kaleena Mosqueda-Lewis","SEA","F",32,395,9,0.525,0.656,0.119,2.6,4.1,11.5,0.7,0.4,14.1,21.9,0,0.1,0.1,0.015,2016
"Lindsey Harding","TOT","G",26,443,8.1,0.427,0.075,0.236,1.1,6.7,21.8,1.4,0.3,17.6,14.5,-0.2,0.4,0.2,0.014,2016
"Kelly Faris","CON","G",31,317,6.5,0.512,0.377,0.283,4.3,7.2,9.9,3.5,1,32.7,12.1,-0.3,0.4,0.1,0.012,2016
"Carla Cortijo","ATL","G",27,294,10.9,0.454,0.354,0.252,1.6,8.2,26.3,1.4,0.3,16.6,24.9,-0.2,0.3,0.1,0.011,2016
"Kayla McBride","SAS","G",17,523,15,0.473,0.342,0.245,2.9,7.8,13.7,1.8,0.3,9.9,30.2,-0.3,0.4,0.1,0.01,2016
"Rachel Hollivay","ATL","C",32,284,3.8,0.374,0,0.842,8,13.3,2.1,0.5,3.4,17.4,9.6,-0.3,0.3,0.1,0.009,2016
"Jordan Hooper","DAL","F",32,291,9.2,0.515,0.732,0.071,3,7.4,3.2,1,0.5,12.2,19.5,0.1,0,0.1,0.009,2016
"Theresa Plaisance","DAL","F",27,320,8.6,0.479,0.417,0.102,7.5,12.2,4.5,1.1,2.6,14.4,17.8,-0.1,0.1,0.1,0.008,2016
"Erica Wheeler","IND","G",34,811,9.1,0.484,0.209,0.176,2.8,5.7,20,1.5,0.1,18.8,20.3,-0.4,0.5,0.1,0.006,2016
"Jelena Dubljevic","LAS","F",15,79,6.2,0.472,0.136,0.136,3.4,10.4,13.4,0.7,1,23.1,18,-0.1,0.1,0,0.003,2016
"Jazmon Gwathmey","SAS","G",22,351,6,0.436,0.346,0.167,3,6.5,7.9,1.2,1.8,11.6,12.5,-0.2,0.2,0,0.002,2016
"Tanisha Wright","NYL","G",29,668,8.6,0.449,0.086,0.234,3.9,5.7,25.3,2,0.6,23.6,18.7,-0.8,0.8,0,0.002,2016
"Alex Montgomery","SAS","G-F",25,357,8.6,0.431,0.327,0.122,4.9,8.9,19.6,1.5,0.9,16.2,15.9,-0.3,0.3,0,0,2016
"Evgeniya Belyakova","LAS","F",21,238,4.1,0.36,0.519,0.296,1.1,4,8.9,2.9,0.3,11.6,13.6,-0.4,0.4,0,-0.003,2016
"Ally Malott","WAS","F",23,179,7.7,0.455,0.653,0.224,4.1,8.7,9.3,1.8,1.3,18.2,16.9,-0.2,0.2,0,-0.008,2016
"Kelsey Bone","TOT","C",34,528,9,0.458,0.082,0.221,7.4,14.3,9.3,1.2,0.6,18.3,23.3,-0.8,0.5,-0.3,-0.02,2016
"Haley Peters","SAS","F",34,594,6.8,0.424,0.335,0.172,3.1,7.9,8.6,1.1,0.9,10.8,20.1,-0.9,0.4,-0.5,-0.037,2016
"Matee Ajavon","ATL","G",32,338,6.4,0.387,0.11,0.339,6.4,8.8,18.7,1.8,1.8,19.6,21.6,-0.8,0.4,-0.4,-0.049,2016
"Ruth Hamblin","DAL","C",20,130,5.8,0.299,0,0.219,7.5,13,4.9,0.8,5.2,10.2,13,-0.2,0.1,-0.2,-0.049,2016
"Zoi Dimitrakou","WAS","",2,11,-0.2,0.5,0.667,0,0,5.5,15.2,0,0,25,16.8,0,0,0,-0.056,2016
"Noelle Quinn","TOT","G",33,407,3.5,0.33,0.272,0.148,0.6,7.1,18.4,1.8,0.9,25.2,13.1,-1,0.4,-0.6,-0.059,2016
"Meighan Simmons","ATL","G",25,148,6.4,0.409,0.622,0.133,0.8,3.9,10.1,0.7,1.5,9.5,30.9,-0.3,0.1,-0.2,-0.061,2016
"Bashaara Graves","MIN","F",12,41,-1.5,0.286,0,0,9.3,5.9,6.6,0,0,30,10.8,-0.1,0,-0.1,-0.07,2016
"Aneika Henry-Morello","CON","F-C",10,50,3.1,0.395,0,0.385,9,16.8,6,1,1.6,28.3,18.3,-0.2,0.1,-0.1,-0.097,2016
"Tiffany Bias","DAL","G",10,64,7.3,0.513,0.478,0.522,1.7,4.5,16.7,1.6,0,28,26.5,-0.1,0,-0.2,-0.099,2016
"Betnijah Laney","CHI","G-F",8,42,-1.5,0.291,0.083,0.333,2.8,7,3.1,1.2,0,12.7,16.4,-0.1,0,-0.1,-0.128,2016
"Brianna Kiesel","DAL","G",14,103,-0.3,0.242,0.261,0.174,1.1,3.4,27,2.5,0,28.8,14.6,-0.4,0,-0.4,-0.154,2016
"Monica Wright","SEA","G",16,98,0.3,0.355,0.385,0.192,1.3,5.1,17.6,3.7,0.8,33.2,20.1,-0.5,0.1,-0.4,-0.156,2016
"Frida Eldebrink","SAS","",8,44,-1,0.169,0.75,0.25,2.7,4.1,25.1,1.2,0,31.1,13.5,-0.2,0,-0.2,-0.191,2016
"Whitney Knight","TOT","G",10,38,-2.4,0.2,0.733,0,3.5,8.1,7.8,2.8,4.3,11.8,20.9,-0.3,0.1,-0.2,-0.198,2016
"Avery Warley-Talbert","TOT","C",3,15,-4.3,0,0,0,7.8,11.8,10.2,0,5.3,25,11.8,-0.1,0,-0.1,-0.205,2016
"Cierra Burdick","ATL","F",8,29,-8.8,0.169,0,0.25,11.8,7.9,0,0,0,18.4,16.3,-0.2,0,-0.2,-0.227,2016
"Brene Moseley","IND","",8,77,-5.7,0.298,0.217,0.217,1.6,2.5,18,2.7,0,38.8,24.3,-0.7,0.1,-0.6,-0.323,2016
"Nirra Fields","PHO","",4,17,-15.9,0.19,0.143,0.286,0,0,0,0,0,20.2,26.5,-0.2,0,-0.2,-0.466,2016
"Ameryst Alston","NYL","",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,2016
"Brittany Boyd","NYL","G",2,32,39.7,0.655,0.067,0.733,10.8,14.2,34.7,4.9,0,9.2,30.2,0.3,0.1,0.4,0.469,2017
