"Player","Team","Position","G","MP","PER","TSpct","3PAr","FTr","OREBpct","REBpct","ASTpct","STLpct","BLKpct","TOVpct","USGpct","OWS","DWS","WS","WS_40","Season"
"Alana Beard","LAS","G-F",16,235,10.3,0.491,0.102,0.184,1,5.8,14.8,2.6,1.1,14.5,11.7,0.2,0.4,0.5,0.087,2019
"Kenisha Bell","MIN","G",3,11,-5.9,0,1,0,0,5.6,12,0,0,50,8.2,-0.1,0,0,-0.162,2019
"Alex Bentley","ATL","G",29,634,8.8,0.384,0.421,0.108,1.6,4.5,28.1,1.7,1.1,11.5,26.7,-1.4,0.4,-1,-0.063,2019
"Tiffany Bias","NYL","G",12,105,2.9,0.37,0.679,0.25,0,3.3,16.1,1.4,0,20.5,16.3,-0.2,0,-0.3,-0.109,2019
"Monique Billings","ATL","F",29,553,11.7,0.469,0.007,0.417,11.5,19.3,5.4,1.6,1.7,21.3,17.3,-0.3,1,0.7,0.049,2019
"DeWanna Bonner","PHO","F-G",34,1120,20.6,0.507,0.379,0.331,3.6,13.4,16.2,2.1,1.5,8.4,26.7,2.2,1.8,4,0.144,2019
"Brittany Boyd","NYL","G",33,649,13,0.449,0.128,0.189,4.7,10.6,38.2,3.6,0.5,29.4,18.6,-0.6,0.6,0,0.002,2019
"Imani McGee-Stafford","DAL","C",29,346,14.8,0.486,0.037,0.128,14.3,19,10.4,2.7,4.5,22.8,19.9,-0.2,0.6,0.4,0.047,2019
"Jessica Breland","ATL","F",33,767,15.2,0.425,0.138,0.12,5.7,16.6,14.2,2.8,3.6,11.6,18.9,-0.4,1.9,1.5,0.076,2019
"Kalani Brown","LAS","C",28,377,15.9,0.54,0.009,0.407,10.3,14.8,7.4,1.2,4.9,17.9,19.2,0.5,0.7,1.2,0.128,2019
"Lexie Brown","MIN","G",33,605,13.4,0.554,0.646,0.182,1.4,4.6,12.6,2.6,0.1,15.4,19.8,0.8,0.8,1.6,0.105,2019
"Kennedy Burke","IND","G",31,423,11.9,0.495,0.342,0.376,5.1,6.1,8.5,2.2,1.9,13.3,16.8,0.3,0.2,0.6,0.053,2019
"Liz Cambage","LVA","C",32,807,24.3,0.558,0.031,0.398,8.7,17.6,16.8,1.2,5.2,13.6,28.1,2.2,2,4.1,0.204,2019
"Jordin Canada","SEA","G",30,865,14.7,0.454,0.149,0.284,1.8,5,31.7,4.1,0.7,19.6,21.3,-0.1,1.4,1.3,0.061,2019
"Essence Carson","PHO","G",23,425,11.5,0.461,0.32,0.289,3.1,6.9,14.4,1.5,1.5,10.5,18,0.1,0.3,0.4,0.042,2019
"Arica Carter","PHO","",6,24,-8.3,0.2,0.8,0,0,0,6.6,2.2,0,28.6,13.8,-0.1,0,-0.1,-0.229,2019
"Maite Cazorla","ATL","G",31,477,6.4,0.444,0.591,0.258,0.4,2.3,17.8,1.9,0.2,21.9,12.3,-0.4,0.2,-0.2,-0.014,2019
"Tina Charles","NYL","C",33,1028,14.8,0.448,0.104,0.235,7.1,13.8,15,1.1,2.3,12,30.2,-0.6,0.5,-0.1,-0.005,2019
"Karima Christmas-Kelly","MIN","F-G",6,72,6.4,0.396,0.611,0.278,1.7,4.3,12.1,3.6,1.2,16.5,15.1,-0.1,0.1,0,0.024,2019
"Layshia Clarendon","CON","G",9,138,17.3,0.536,0.047,0.488,5.5,9.1,22.2,1.1,0,13.3,18.9,0.4,0.1,0.6,0.16,2019
"Alysha Clark","SEA","F",31,881,16.3,0.602,0.447,0.093,4.9,10.1,15.8,2,1.7,16.3,15.3,2,1.1,3.1,0.141,2019
"Natasha Cloud","WAS","G",34,1093,12.2,0.501,0.495,0.215,0.7,4.7,24.1,1.7,0.5,17.5,15.5,1.7,0.8,2.5,0.09,2019
"Nia Coffey","ATL","F",28,389,10.1,0.441,0.417,0.302,6.2,10.6,6,1.9,2.7,11.8,20.3,-0.3,0.5,0.2,0.02,2019
"Napheesa Collier","MIN","F",34,1131,18.5,0.576,0.243,0.296,6.6,12.1,12.6,3,2.5,14.4,17.9,2.8,2.4,5.2,0.185,2019
"Sydney Colson","LVA","G",33,379,13.5,0.558,0.238,0.393,0.6,3.3,24.1,4,0.9,22.1,14.3,0.4,0.8,1.2,0.126,2019
"Kahleah Copper","CHI","G-F",34,502,9.7,0.483,0.24,0.343,2.8,7.1,9.6,1.4,0.4,15.5,24.1,-0.3,0.3,0,0.003,2019
"Sophie Cunningham","PHO","G",32,389,8.1,0.532,0.582,0.43,1.8,6.7,10.6,1.5,0.8,17.6,13.9,0.2,0.3,0.5,0.053,2019
"Damiris Dantas","MIN","F",26,667,14.8,0.55,0.519,0.126,5.2,10.7,20.2,1.5,2,17.1,17.7,1.2,1,2.2,0.133,2019
"Kaela Davis","DAL","G",33,634,4.6,0.401,0.221,0.143,2.8,6.8,20.6,1.5,0.8,22.9,23.2,-1.9,0.2,-1.8,-0.111,2019
"Elena Delle Donne","WAS","F-G",31,901,31.8,0.633,0.283,0.274,6.6,17.2,13.2,1.1,3.6,5.9,25.7,6.2,1.5,7.7,0.343,2019
"Diamond DeShields","CHI","G",34,1027,16.2,0.508,0.328,0.291,3.4,10.2,13.4,2.1,1,12,26.1,1.2,1.2,2.4,0.094,2019
"Blake Dietrick","SEA","G",17,106,0.7,0.237,0.6,0.6,1.1,5.8,22,1.5,1.6,44.2,9.8,-0.3,0.1,-0.2,-0.081,2019
"Stefanie Dolson","CHI","C",34,850,14.8,0.621,0.356,0.21,5.7,12.4,13.8,1.2,2.9,20.6,16.4,1.6,1.1,2.7,0.126,2019
"Candice Dupree","IND","F",34,1043,14.5,0.502,0.008,0.152,2.7,9.4,14.9,0.8,1.5,11.7,19.3,1.2,0.5,1.6,0.062,2019
"Asia Durr","NYL","G",18,480,11.3,0.541,0.336,0.145,1.2,3.4,11.3,1,1.2,11.5,16.6,0.5,-0.2,0.4,0.03,2019
"Temi Fagbenle","MIN","F",18,271,10,0.551,0.074,0.222,10.1,11.8,9.2,1.1,1.9,26.5,20,-0.1,0.4,0.2,0.034,2019
"Jamierra Faulkner","CHI","G",13,72,5.6,0.395,0.5,0.444,3.3,3.1,21.9,1.4,0,18.9,16,-0.1,0,0,-0.026,2019
"Sylvia Fowles","MIN","C",34,1003,22.2,0.613,0,0.296,11.4,18.5,9.1,1.6,4.1,15.2,20,3.1,2.2,5.3,0.211,2019
"Allisha Gray","DAL","G",34,1035,16.5,0.593,0.336,0.438,4.9,8.1,14.1,2.2,1.2,13.8,15.8,3.1,0.5,3.6,0.14,2019
"Chelsea Gray","LAS","G",34,1108,15.8,0.509,0.29,0.159,1.4,6.6,31.1,1.5,0.2,18.3,23.8,1.1,1.2,2.4,0.085,2019
"Reshanda Gray","NYL","F",34,519,11.1,0.502,0.013,0.413,13.5,19.3,6,1.6,1.1,19.2,18.5,0.1,0.4,0.5,0.037,2019
"Brittney Griner","PHO","C",31,1018,26.4,0.601,0.006,0.261,6,12.6,17.9,1.1,4.8,12.5,28.4,3.6,1.5,5,0.198,2019
"Marie Gulich","ATL","C",31,349,8.8,0.433,0.231,0.204,10.5,12.9,10.3,0.7,5.5,21.4,19,-0.5,0.4,-0.1,-0.015,2019
"Megan Gustafson","DAL","C",25,238,15.1,0.572,0.164,0.364,9.4,15.7,5.5,0.9,2.2,13.6,14.3,0.6,0.2,0.7,0.124,2019
"Dearica Hamby","LVA","F",34,842,18.9,0.558,0.183,0.356,10.1,16.6,13.4,1.9,1.2,15.4,20.2,1.8,1.8,3.6,0.169,2019
"Isabelle Harrison","DAL","F",31,794,15.6,0.495,0.025,0.278,10.2,13.5,10.4,2.4,2.8,15.1,18.5,0.8,0.8,1.6,0.081,2019
"Bria Hartley","NYL","G",24,545,12.9,0.492,0.348,0.314,3.7,8,24.3,1.7,0.2,17.3,23.2,0.2,0,0.3,0.019,2019
"Tianna Hawkins","WAS","F",31,477,23.5,0.623,0.414,0.182,12.2,16.5,8.3,1.5,0.7,12.8,26.1,2.1,0.6,2.7,0.229,2019
"Tiffany Hayes","ATL","G",29,817,15.1,0.497,0.313,0.34,2.7,5.7,21.9,1.8,0.8,14,27.1,0.5,0.6,1,0.05,2019
"Natisha Hiedeman","CON","G",20,205,15.9,0.532,0.483,0.414,3.7,8.4,29.2,2,0.9,15.9,17.2,0.5,0.3,0.8,0.153,2019
"Tayler Hill","DAL","G",4,49,9.9,0.428,0.462,0.385,4.6,6.1,10.8,1.1,0,0,14.3,0.1,0,0.1,0.064,2019
"Myisha Hines-Allen","WAS","F",27,211,12.6,0.424,0.232,0.174,14.7,16.7,16.3,2.2,4.3,22,20.6,-0.1,0.4,0.3,0.062,2019
"Bria Holmes","CON","G",34,529,11.3,0.487,0.326,0.301,2.1,5.3,9.7,1.5,1.2,12.1,20.4,0.3,0.5,0.8,0.059,2019
"Anriel Howard","SEA","",3,20,4,0.5,0.4,0,11.7,9.2,0,2.6,0,28.6,16,0,0,0,-0.028,2019
"Natasha Howard","SEA","F",34,1066,24.2,0.523,0.201,0.306,10.1,16.1,14,3.7,4.8,14.4,29.4,2,2.6,4.6,0.173,2019
"Chloe Jackson","CHI","G",8,32,2.4,0.215,0,0.667,11.1,10.5,17.4,7.7,0,34,24,-0.3,0.1,-0.2,-0.245,2019
"Briann January","PHO","G",32,852,8.8,0.52,0.451,0.236,0.8,2.8,20.3,1.6,0.3,21.2,14.2,0.3,0.3,0.5,0.025,2019
"Marine Johannes","NYL","",19,345,14.6,0.575,0.6,0.173,2.9,5.6,23,1.2,0.7,15.7,17.8,0.8,-0.1,0.7,0.077,2019
"Glory Johnson","DAL","F",28,676,13.9,0.456,0.481,0.112,4.5,12.6,10.9,3.1,2.3,11.1,17.3,0.2,1,1.2,0.069,2019
"Shenise Johnson","IND","G",17,219,12.8,0.428,0.367,0.178,6,9.2,14.1,2.9,0.7,11,22.5,0,0.2,0.2,0.031,2019
"Alexis Jones","LAS","G",20,243,9,0.516,0.471,0.214,0.9,5.2,23.1,1.3,1.4,26.1,19,-0.1,0.2,0.1,0.021,2019
"Brionna Jones","CON","F",27,227,16.4,0.517,0.013,0.48,17.7,14.9,6.6,2,2.7,17.3,21,0.4,0.3,0.7,0.124,2019
"Jonquel Jones","CON","F",34,980,24.3,0.56,0.36,0.342,12.5,19.3,9.2,2.2,6.1,12.9,22.6,3.3,2.4,5.6,0.23,2019
"Paris Kea","IND","G",11,60,10.2,0.504,0.333,0.148,2,4.8,18.7,0.9,2.7,23.8,28.4,-0.1,0,-0.1,-0.082,2019
"Betnijah Laney","IND","G-F",34,877,8.7,0.424,0.31,0.146,4.3,9.4,10.7,2.9,0.4,17.8,14.2,-0.8,0.9,0.1,0.004,2019
"Crystal Langhorne","SEA","F-C",34,577,10.9,0.502,0.333,0.257,5.5,11.3,10,0.9,1.3,18.4,18.5,0,0.6,0.6,0.039,2019
"Jantel Lavender","CHI","F",23,619,14.1,0.527,0.129,0.1,8.8,14.3,6.8,0.6,1.5,12.7,17.7,0.8,0.6,1.3,0.085,2019
"Camille Little","PHO","F",29,425,9.6,0.53,0.228,0.337,5.3,9.4,9.3,1.4,1.5,19.1,14.6,0.2,0.4,0.6,0.054,2019
"Jewell Loyd","SEA","G",27,686,15.6,0.504,0.338,0.231,1.9,6.6,15,2.7,0.4,13.6,25.4,0.5,0.8,1.3,0.078,2019
"Sancho Lyttle","PHO","F",20,250,9.3,0.443,0.065,0.129,6.7,13.4,4.2,2.5,1.6,15.5,14.7,-0.2,0.4,0.2,0.03,2019
"Marina Mabrey","LAS","G",31,355,10.9,0.453,0.588,0.122,1.9,6.1,13.4,2.7,1.7,14.8,20.3,-0.3,0.6,0.3,0.035,2019
"Victoria Macaulay","CHI","C",5,22,14.5,0.51,0,0.4,5.4,10.2,0,4.5,3.3,0,11.6,0,0,0.1,0.169,2019
"Stephanie Mavunga","IND","F",24,204,12.9,0.551,0.021,0.362,12.3,15.8,3.3,1.5,2.8,15.5,14.3,0.3,0.2,0.6,0.111,2019
"Kayla McBride","LVA","G",34,990,16.7,0.566,0.405,0.268,2.5,7.8,15,2,0.2,12.8,19.9,2.2,1.5,3.7,0.149,2019
"Erica McCall","IND","F",15,104,6.7,0.274,0,0.364,12.6,15,8.4,0.5,4.7,10.5,12.4,-0.1,0.1,0,-0.008,2019
"Brooke McCarty-Williams","DAL","G",34,447,7.5,0.425,0.556,0.133,2.5,6,24.3,1.9,0.2,23.3,12.8,-0.1,0.1,0,-0.001,2019
"Angel McCoughtry","ATL","F-G",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,2019
"Teaira McCowan","IND","C",34,752,22.5,0.576,0,0.652,17.1,23.4,1.9,1.4,4.8,12.9,20.4,2.6,1.3,3.9,0.208,2019
"Emma Meesseman","WAS","F",23,543,27.3,0.628,0.204,0.19,6.2,10.9,22.7,1.9,2.3,8.4,22,3.3,0.7,4,0.292,2019
"Kim Mestdagh","WAS","G",15,71,8.8,0.583,0.833,0.111,1.7,3.4,11.8,1.5,0,24.1,16,0,0,0.1,0.039,2019
"Kelsey Mitchell","IND","G",34,852,15.1,0.506,0.488,0.141,0.6,3.8,20.2,0.9,0.4,11,27.3,1.2,-0.1,1.1,0.052,2019
"Leilani Mitchell","PHO","G",32,971,17.6,0.603,0.566,0.27,2,5.7,24.4,1.6,0.8,14.6,19.5,2.8,0.6,3.5,0.142,2019
"Tiffany Mitchell","IND","G",33,831,11.2,0.491,0.241,0.325,3.2,6.6,14.5,1.2,0.3,14.4,20.8,0.6,0.1,0.8,0.037,2019
"Renee Montgomery","ATL","G",34,949,11,0.52,0.727,0.176,1,4.1,18,1.7,0.5,17,17.5,0.4,0.5,0.9,0.037,2019
"Kaleena Mosqueda-Lewis","SEA","F",31,435,8.3,0.508,0.503,0.086,2.4,5.1,6.7,1,1,17.5,21.6,-0.3,0.2,-0.1,-0.007,2019
"Jaime Nared","LVA","G-F",1,1,-19.9,NA,NA,NA,0,0,0,0,0,NA,0,0,0,0,0.017,2019
"Astou Ndour","CHI","C-F",21,368,16.5,0.568,0.28,0.153,9.7,13.4,6.1,1.3,2.8,10,16.6,0.9,0.4,1.3,0.141,2019
"Kia Nurse","NYL","G",34,1001,14.7,0.554,0.51,0.368,2.1,4.8,13.5,1.3,0.3,11.8,20.8,2.3,-0.3,1.9,0.078,2019
"Arike Ogunbowale","DAL","G",33,1059,18.3,0.501,0.294,0.323,2.1,4.5,22.5,1.8,0.1,9.8,30.4,2.6,0.1,2.7,0.101,2019
"Chiney Ogwumike","LAS","F-C",32,697,18.4,0.541,0.016,0.269,13.3,15,6.2,2.4,2.8,12.9,20.8,1.6,1.4,3,0.171,2019
"Nneka Ogwumike","LAS","F",32,892,25.7,0.575,0.167,0.229,9.3,18,12.4,3.4,1.4,11.5,25.2,3.1,2.4,5.5,0.248,2019
"Courtney Paris","SEA","C",30,190,8.4,0.415,0,0.467,8,16.8,10.3,2.2,1.4,33.2,6.5,0,0.3,0.3,0.065,2019
"Candace Parker","LAS","F-C",22,571,18,0.514,0.284,0.318,4.8,14,22.2,2.1,2.5,18.3,23,0.5,1.2,1.8,0.124,2019
"Cheyenne Parker","CHI","F",34,670,18.7,0.544,0.077,0.408,11,16.4,7.2,1.8,4.6,14.1,20.8,1.4,1.2,2.6,0.157,2019
"JiSu Park","LVA","C",25,163,1.4,0.244,0.027,0.243,6.9,9,8.8,1.5,2,14.6,12.6,-0.5,0.2,-0.2,-0.052,2019
"Shey Peddy","WAS","G",15,71,20.2,0.831,0.615,0.462,1.7,7.7,16,2.9,0,16.1,12,0.4,0.1,0.5,0.266,2019
"Haley Peters","ATL","F",4,26,-10.8,0.127,0,0.286,4,4.1,6,2,3.1,33.7,20.2,-0.3,0,-0.2,-0.384,2019
"Kelsey Plum","LVA","G",34,868,10,0.472,0.427,0.133,1.9,6.1,18.9,1.5,0.4,14.6,18,0.1,1.1,1.2,0.056,2019
"Aerial Powers","WAS","F-G",30,593,21.8,0.587,0.466,0.394,7.1,10,12,2.2,0.8,13.1,25.9,2.4,0.7,3,0.204,2019
"Epiphanny Prince","LVA","G",3,28,20,0.65,0.7,0,4,3.9,18.9,1.8,2.9,0,15.3,0.1,0,0.2,0.258,2019
"LaToya Sanders","WAS","F-C",34,804,16.3,0.55,0,0.215,6.8,14.1,11.6,1.9,4.8,13.7,12.4,1.9,1.5,3.4,0.167,2019
"Allie Quigley","CHI","G",34,972,17.8,0.632,0.522,0.156,1.6,5.8,14.5,1.4,0.5,11,18.7,3.2,0.5,3.7,0.154,2019
"Nayo Raincock-Ekunwe","NYL","F",28,367,11.3,0.572,0.038,0.316,12,11.9,5.4,1.1,0.9,19.6,13.3,0.5,0,0.4,0.047,2019
"Danielle Robinson","MIN","G",34,919,14.3,0.497,0.13,0.209,3,7.9,22.4,2.4,0.7,16.9,20.3,0.8,1.4,2.3,0.098,2019
"Sugar Rodgers","LVA","G",33,382,9.5,0.499,0.757,0.045,1.2,6.8,16,1.7,2.6,19.3,15.8,-0.1,0.6,0.5,0.053,2019
"Tierra Ruffin-Pratt","LAS","G",34,856,8.6,0.477,0.372,0.209,2.7,5.5,9.9,1.5,2,11.9,12.6,0.5,0.9,1.5,0.069,2019
"Mercedes Russell","SEA","C",34,870,15.5,0.546,0,0.319,10.9,14.6,7,2.2,1.7,12.4,14,1.8,1.3,3.1,0.143,2019
"Katie Lou Samuelson","CHI","F",20,153,10.3,0.513,0.763,0.526,3.1,6.2,6.5,1.9,1,9.7,14.7,0.2,0.1,0.3,0.089,2019
"Jessica Shepard","MIN","F",6,112,11.2,0.446,0.241,0.276,10,18.6,28.5,0.9,0.8,31.6,19,-0.1,0.2,0.1,0.024,2019
"Odyssey Sims","MIN","G",34,1083,15,0.488,0.204,0.246,2.7,6.5,29.3,2.2,0.3,18.2,25.5,0.7,1.4,2.1,0.078,2019
"Alanna Smith","PHO","F",18,134,1.1,0.227,0.439,0.049,9.8,15,4.8,2,2.9,16,17.7,-0.7,0.2,-0.5,-0.138,2019
"Azura Stevens","DAL","F-C",9,144,11.8,0.389,0.17,0.094,11.7,13.2,6.7,1.9,6.1,14,20.6,-0.2,0.2,-0.1,-0.015,2019
"Shekinna Stricklen","CON","F",34,804,12.9,0.573,0.78,0.106,1.2,4.6,7.8,2.2,0.8,9.5,15.9,1.7,0.9,2.6,0.129,2019
"Carolyn Swords","LVA","C",29,257,9.5,0.476,0,0.178,8.3,13.4,6.3,1.3,1,17.8,16,-0.1,0.4,0.4,0.055,2019
"Brittney Sykes","ATL","G",34,880,11.3,0.445,0.308,0.259,3,9.1,19.6,1.2,1.5,14.8,23.1,-0.8,0.8,0,-0.001,2019
"Stephanie Talbot","MIN","F-G",33,561,11.4,0.513,0.617,0.201,4,8.7,11.2,2.8,1.4,20,16.8,0.1,1,1.1,0.077,2019
"Diana Taurasi","PHO","G",6,129,3.7,0.277,0.615,0.462,0.9,8.5,38.4,0.8,0.6,21.7,22,-0.5,0.1,-0.4,-0.137,2019
"Alyssa Thomas","CON","F",34,1026,18.3,0.513,0.003,0.363,8.8,14.7,17.2,3.3,1.1,15.2,19.2,1.7,2.1,3.7,0.145,2019
"Jasmine Thomas","CON","G",34,1009,13.9,0.491,0.346,0.197,2,5.5,28.3,2.4,0.4,19.4,20.6,0.8,1.2,2,0.078,2019
"Kayla Thornton","DAL","F",27,822,11.5,0.445,0.356,0.201,6.7,10.3,11.1,1.6,0.9,12.3,20.2,0.2,0.4,0.6,0.027,2019
"Shao Ting","MIN","F",5,27,-1.6,0.265,0,0.3,9.2,13.7,10.9,0,3.2,15,22.1,-0.1,0,-0.1,-0.134,2019
"Kristi Toliver","WAS","G",23,678,20.9,0.595,0.426,0.149,2,6,31.3,2.1,0.2,15.8,20,2.7,0.6,3.3,0.196,2019
"Morgan Tuck","CON","F",33,352,10,0.476,0.362,0.259,5.6,10.7,12.8,1.9,0.8,18.8,19.6,-0.1,0.5,0.3,0.039,2019
"Brianna Turner","PHO","F",29,462,14,0.571,0,0.286,11.6,15,5.7,0.8,3.6,15.6,12.5,0.9,0.5,1.4,0.125,2019
"Yvonne Turner","PHO","G",29,595,9.1,0.483,0.459,0.285,1.6,7.7,19.5,1.6,0.3,23.4,20.1,-0.7,0.5,-0.3,-0.017,2019
"Maria Vadeeva","LAS","C",15,180,24.8,0.533,0.154,0.125,11.4,18.3,11.8,4.2,1.4,14.1,31.6,0.2,0.5,0.7,0.159,2019
"Courtney Vandersloot","CHI","G",33,991,20.5,0.552,0.358,0.268,2.4,8.1,47,2.2,1.1,22.3,18.9,3,1.1,4.1,0.166,2019
"Ashley Walker","LAS","F-C",3,22,-6.1,0.091,0.455,0,10.4,7.8,19.2,2.3,0,0,22.3,-0.2,0,-0.1,-0.264,2019
"Shatori Walker-Kimbrough","WAS","G",34,580,15.2,0.564,0.403,0.324,3.6,5.6,10.6,2.5,1.1,14.5,18.5,1.3,0.6,1.9,0.13,2019
"Avery Warley-Talbert","NYL","C",3,35,-4.1,0.255,0,0.4,9.7,11.4,0,0,4.7,40.5,12.3,-0.2,0,-0.2,-0.191,2019
"Erica Wheeler","IND","G",34,850,15.8,0.538,0.419,0.158,0.7,6.9,35.3,2.5,0.5,23.3,22.1,0.7,0.7,1.4,0.065,2019
"Sami Whitcomb","SEA","G",33,674,12.8,0.52,0.821,0.049,2.9,5.2,20.2,2.8,0.5,18.5,19,0.4,0.7,1.2,0.07,2019
"Sydney Wiese","LAS","G",32,659,8.5,0.521,0.65,0.063,0.9,3.6,12.9,1.2,1,17.9,12.1,0.3,0.5,0.8,0.048,2019
"Courtney Williams","CON","G",34,988,19,0.486,0.081,0.174,5.3,11,23.2,2.4,1.2,10.8,22.8,2,1.5,3.5,0.143,2019
"Elizabeth Williams","ATL","C-F",32,909,16.7,0.521,0,0.477,11.4,12.1,7.8,1.4,4.7,12.6,15.8,1.7,1,2.7,0.119,2019
"Gabby Williams","CHI","F",33,527,10.4,0.468,0.227,0.221,3.2,7.6,20.2,2.1,1,21.7,21,-0.5,0.5,0,-0.001,2019
"Riquna Williams","LAS","G",23,593,15.4,0.538,0.57,0.207,2.5,5.8,10.4,2.2,0.6,9.6,21.9,1.2,0.7,2,0.132,2019
"A'ja Wilson","LVA","F",26,740,21,0.547,0.003,0.436,6.5,12.4,12,0.9,5,12.5,26.1,1.7,1.4,3.1,0.168,2019
"Tanisha Wright","NYL","G",31,613,12.7,0.512,0.292,0.238,3.9,8,32.6,2.6,1.2,28.4,14.3,0.4,0.3,0.6,0.041,2019
"Han Xu","NYL","C",18,143,10.6,0.459,0.172,0.034,1.6,6,2.5,1.1,2.3,3.3,18.6,0,0,0,-0.006,2019
"Jackie Young","LVA","G",34,767,12.4,0.42,0.186,0.309,3.4,7.9,30.9,1.7,1.3,16.5,18,0.1,1.2,1.3,0.067,2019
"Tamera Young","LVA","F",34,628,9.5,0.437,0.089,0.341,6.2,10.8,16.8,1.8,0.5,18.9,17.4,-0.4,1,0.6,0.038,2019
"Amanda Zahui B.","NYL","C",24,558,15.8,0.56,0.399,0.156,5.3,15.5,6.6,2.3,4.9,14.8,17,0.6,0.8,1.4,0.098,2019
"Shavonte Zellous","SEA","G",31,432,7.8,0.464,0.276,0.345,1.6,6.8,17.5,1.2,1.2,20.8,17.8,-0.3,0.4,0.1,0.006,2019
"Kristine Anigwe","TOT","F-C",27,250,8.5,0.402,0,0.471,12.4,15.4,4,1.9,2.8,17.2,17.7,-0.2,0.3,0.1,0.012,2019
"Bridget Carleton","TOT","G",8,40,-2.8,0.188,0.5,0,2.7,5.8,3.3,0,0,11.1,9.8,-0.1,0,-0.1,-0.119,2019
"Alaina Coates","TOT","C",23,167,16.5,0.553,0,0.467,14.7,20.7,2.2,1.5,5.5,14.2,16.9,0.3,0.4,0.7,0.165,2019
"Theresa Plaisance","TOT","F",31,442,12.9,0.489,0.5,0.178,6.1,15.1,14.6,1.1,3.8,16.5,19.5,0.2,0.5,0.7,0.067,2019
"Karlie Samuelson","TOT","G",7,84,4,0.321,0.857,0,1.3,2.8,8.8,1.9,1,0,7.6,0,0,0,0.012,2019
"Asia Taylor","TOT","G",12,96,8.5,0.412,0.071,0.286,10.2,13.2,13.6,1.1,0.9,18.2,18.2,-0.1,0.1,0,0.008,2019
"Kristine Anigwe","CON","F-C",17,121,8.6,0.4,0,0.486,12.6,14.2,3.8,2.5,2.9,19.1,18.8,-0.2,0.2,0,0.015,2019
"Bridget Carleton","CON","G",4,29,-8.1,0,0.333,0,3.7,5.9,4.6,0,0,14.3,10.5,-0.2,0,-0.2,-0.213,2019
"Alaina Coates","MIN","C",14,92,16.5,0.507,0,0.258,17.5,22,1.8,1.7,4.7,12.7,19.3,0.1,0.2,0.3,0.151,2019
"Theresa Plaisance","DAL","F",22,378,13.2,0.497,0.545,0.179,6.2,15.2,17.1,0.9,3.9,18.4,19.9,0.2,0.4,0.6,0.06,2019
"Karlie Samuelson","LAS","G",3,36,0.1,0.214,0.857,0,0,3.2,11.5,0,0,0,8.7,-0.1,0,0,-0.05,2019
"Asia Taylor","MIN","G",8,65,14.3,0.507,0.045,0.273,7.6,13.2,17.9,0.8,1.3,16.9,20.5,0.1,0.1,0.2,0.102,2019
"Kristine Anigwe","DAL","F-C",10,129,8.4,0.404,0,0.455,12.2,16.6,4.1,1.3,2.7,15,16.7,-0.1,0.1,0,0.01,2019
"Bridget Carleton","MIN","G",4,11,11.1,0.75,1,0,0,5.6,0,0,0,0,8.2,0,0,0,0.129,2019
"Alaina Coates","ATL","C",9,75,16.5,0.634,0,0.929,11.1,19.1,2.6,1.4,6.4,16.9,14,0.2,0.2,0.3,0.181,2019
"Theresa Plaisance","CON","F",9,64,10.8,0.444,0.261,0.174,5.1,14.3,0,2.4,2.8,3.9,17.4,0,0.1,0.2,0.11,2019
"Karlie Samuelson","DAL","G",4,48,6.8,0.429,0.857,0,2.3,2.5,6.9,3.4,1.8,0,6.7,0,0,0.1,0.059,2019
