"Player","Team","Position","G","MP","PER","TSpct","3PAr","FTr","OREBpct","REBpct","ASTpct","STLpct","BLKpct","TOVpct","USGpct","OWS","DWS","WS","WS_40","Season"
"Asia Taylor","PHO","G",4,31,-3.6,0.073,0.167,0.333,15.4,13,4.8,1.7,0,22.5,13.6,-0.2,0,-0.1,-0.19,2019
"Natalie Achonwa","IND","F",18,364,14.2,0.542,0.087,0.278,8.6,16.4,14.7,1.3,2.4,20.4,19.7,0.2,0.1,0.3,0.032,2020
"Jaylyn Agnew","ATL","F",12,71,0.1,0.436,0.867,0.333,0,4.1,5.9,0,0,22.5,13.7,-0.1,0,-0.2,-0.093,2020
"Bella Alarie","DAL","C-F",22,309,10.1,0.414,0.197,0.182,8.2,11.9,5.5,2.3,4.8,13.4,11.9,-0.1,0.3,0.2,0.023,2020
"Kayla Alexander","MIN","C",16,89,13.7,0.552,0,0.267,12.4,10.3,5.8,1.2,3.2,15.2,19.9,0.1,0.1,0.2,0.085,2020
"Julie Allemand","IND","G",22,716,13.1,0.639,0.687,0.224,1.3,8.4,27.5,1.8,1,27.9,12.6,1,-0.1,1,0.055,2020
"Lindsay Allen","LVA","G",21,284,10.5,0.497,0.258,0.152,2.6,4.6,25,1.2,0.3,18.5,13.4,0.3,0.4,0.6,0.088,2020
"Kristine Anigwe","LAS","F-C",17,197,15.4,0.605,0,0.491,11.3,14.1,3.2,2.8,3.3,19.9,18.7,0.2,0.5,0.7,0.134,2020
"Ariel Atkins","WAS","G",22,682,17,0.578,0.426,0.279,3.1,5.7,13.6,3.1,0.5,13,22,1.3,0.7,2,0.118,2020
"Seimone Augustus","LAS","G-F",21,332,14.1,0.55,0.2,0.055,1.1,6.9,11.9,1.8,0.6,6.6,16.7,0.5,0.5,1,0.12,2020
"Rachel Banham","MIN","G",20,339,14.2,0.607,0.51,0.192,0.7,4.5,22.2,1.4,0.6,15.1,17.6,1,0.2,1.1,0.135,2020
"Monique Billings","ATL","F",22,596,13,0.469,0,0.394,11,18.2,6.8,2,2.6,17.4,17.7,-0.1,0.7,0.6,0.042,2020
"Sue Bird","SEA","G",11,257,18.7,0.637,0.59,0.048,0.5,4.3,34.8,1.4,0.7,17.5,17.9,0.9,0.4,1.3,0.196,2020
"DeWanna Bonner","CON","F-G",22,732,21.5,0.535,0.305,0.353,5.2,13.8,16.6,2.6,1.5,11.4,27.4,1.7,1.5,3.2,0.175,2020
"Brittany Brewer","ATL","F",5,33,11.4,0.667,0,0,3.4,8.8,0,4.5,10.4,40,6.6,0,0.1,0.1,0.065,2020
"Kalani Brown","ATL","C",10,61,11.7,0.547,0,0.435,5.6,11.4,0,0.8,1.4,15.4,23.2,0,0,0,0.015,2020
"Lexie Brown","MIN","G",17,374,10.3,0.448,0.468,0.216,1,5.4,16.5,4.3,0,16.5,17.4,-0.1,0.6,0.4,0.046,2020
"Cierra Burdick","LVA","F",13,28,1.4,0.286,0,0,4.3,10.2,9.6,0,0,12.5,12.5,-0.1,0,0,-0.044,2020
"Kennedy Burke","IND","G",22,403,13,0.546,0.378,0.331,5.7,5.8,10.4,1.8,1.6,15.7,19,0.4,-0.2,0.2,0.021,2020
"Jordin Canada","SEA","G",20,483,14.8,0.5,0.083,0.432,2.5,5.5,33.2,3.1,0,20.3,18.3,0.6,1,1.7,0.138,2020
"Emma Cannon","LVA","F",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,2020
"Bridget Carleton","MIN","G",22,568,11.9,0.634,0.451,0.275,4.7,8.5,14.2,1.4,0,19.1,11.1,1.2,0.4,1.5,0.108,2020
"Chennedy Carter","ATL","G",16,406,19.7,0.55,0.143,0.299,2.2,5.1,26.3,1.7,1.1,14.5,31.9,0.7,0.1,0.9,0.086,2020
"Kaila Charles","CON","G-F",21,376,10.6,0.511,0.309,0.32,6.9,8.4,8,2.2,1.7,14.7,15.1,0.2,0.6,0.8,0.085,2020
"Karima Christmas-Kelly","MIN","F-G",2,25,10.1,0.428,0.429,1.143,4.9,14.7,5.5,6.2,3.8,27.5,26,-0.1,0.1,0,-0.03,2020
"Layshia Clarendon","NYL","G",19,496,12.3,0.584,0.277,0.396,1.3,5.3,32.1,1.8,0,25.5,22.3,0.1,0.3,0.4,0.031,2020
"Alysha Clark","SEA","F",22,633,18.2,0.693,0.456,0.17,3.7,8.6,14,2.6,1.5,10.7,12.5,2.2,1.5,3.6,0.229,2020
"Alaina Coates","WAS","C",20,197,11.6,0.55,0,0.765,11.9,17.1,7.1,1.9,1.9,20.9,13.5,0.2,0.3,0.5,0.093,2020
"Nia Coffey","PHO","F",15,230,5.9,0.492,0.553,0.158,2.6,9.3,7.7,1.1,1.8,14.7,9.2,0,0.2,0.2,0.039,2020
"Napheesa Collier","MIN","F",22,752,22.6,0.605,0.188,0.292,9.9,16.2,16.6,2.8,3.5,17,21.1,2.4,1.4,3.8,0.201,2020
"Sydney Colson","CHI","G",17,110,7,0.588,0.409,0.364,1.2,3.9,17,2.7,0,35.4,16,-0.1,0.1,0,0.003,2020
"Te'a Cooper","LAS","G",20,345,10.9,0.543,0.283,0.301,0.7,3.6,17.9,1.9,0,18.5,20.9,0.1,0.4,0.5,0.059,2020
"Kahleah Copper","CHI","G-F",22,688,14.5,0.562,0.229,0.214,3.9,10.6,10.6,1.5,0.6,15.6,22.4,0.6,0.7,1.3,0.076,2020
"Lauren Cox","IND","F",14,183,12.3,0.504,0.14,0.349,6.6,15.1,16.3,1.7,1.7,18.2,14.7,0.1,0.1,0.2,0.041,2020
"Sophie Cunningham","PHO","G",21,396,6.2,0.51,0.56,0.275,2.7,3.2,6.1,1.4,0.6,12.8,13.2,0.1,0.2,0.3,0.027,2020
"Crystal Dangerfield","MIN","G",21,629,17.2,0.586,0.388,0.243,1,4,21,1.5,0.1,15.6,24.6,1.6,0.3,1.9,0.121,2020
"Damiris Dantas","MIN","F",22,586,19.3,0.579,0.409,0.25,7.7,14,16.8,2.2,0.8,14.1,21.7,1.7,0.8,2.5,0.169,2020
"Kaela Davis","ATL","G",2,2,0,NA,NA,NA,0,0,0,0,0,NA,0,0,0,0,-0.029,2020
"Diamond DeShields","CHI","G",13,224,7,0.489,0.217,0.217,1.7,6.2,13.2,2.7,0.4,24.8,24.1,-0.6,0.3,-0.3,-0.059,2020
"Blake Dietrick","ATL","G",22,463,11.3,0.6,0.558,0.077,2,4.5,24.2,1.9,0.6,27.1,13.9,0.4,0.1,0.5,0.043,2020
"Skylar Diggins-Smith","PHO","G",22,675,19.3,0.625,0.433,0.373,1.9,6.2,24.5,1.5,1.3,18.3,25.2,1.8,0.5,2.4,0.14,2020
"Stefanie Dolson","CHI","C",15,273,13.4,0.6,0.457,0.271,5.1,11.6,12.8,1.1,3.7,16.1,15.3,0.5,0.4,0.9,0.132,2020
"Kathleen Doyle","IND","G",18,155,-1.6,0.316,0.512,0.098,2.3,5.8,18.2,2.3,0,29.6,17.4,-0.7,0,-0.7,-0.189,2020
"Candice Dupree","IND","F",22,665,15.4,0.507,0.072,0.191,4.9,11.3,14.7,1.2,1.1,9.3,20,1,-0.1,0.8,0.051,2020
"Sylvia Fowles","MIN","C",7,168,30.8,0.664,0,0.453,15.3,24.8,6.7,1.9,4.5,9.4,22.6,1,0.4,1.3,0.318,2020
"Allisha Gray","DAL","G",20,524,19.6,0.581,0.362,0.332,5.7,9.4,8.9,2.2,0.9,8.9,21.1,1.7,0.1,1.8,0.136,2020
"Chelsea Gray","LAS","G",22,679,16.6,0.518,0.214,0.178,2.7,7.4,27.7,2.5,0.3,16.8,24.1,0.6,1.1,1.7,0.101,2020
"Reshanda Gray","LAS","F",10,62,7.4,0.497,0,0.636,12,27.9,6.6,0.8,6,41.5,17.8,-0.2,0.2,0,-0.002,2020
"Brittney Griner","PHO","C",12,382,19.3,0.542,0.006,0.269,5.6,13.5,18,0.5,4.7,13.3,26.3,0.5,0.5,1,0.106,2020
"Marie Gulich","LAS","C",12,119,8.5,0.531,0.115,0.115,5.2,9.3,8.6,1.7,2.3,15.5,12.4,0.1,0.2,0.3,0.095,2020
"Megan Gustafson","DAL","C",10,48,6.1,0.39,0.071,0.643,13.7,13.4,3.2,0,1.7,10,18.6,0,0,0,-0.034,2020
"Dearica Hamby","LVA","F",22,622,19.8,0.612,0.186,0.328,5.4,14.4,15,2.9,0.6,16.2,19.6,1.4,1.6,3,0.193,2020
"Isabelle Harrison","DAL","F",13,258,12.3,0.492,0.039,0.25,8.1,13.6,12.3,1.8,1.6,17.6,17.8,0.1,0.1,0.2,0.029,2020
"Mikiah Herbert Harrigan","MIN","F",21,234,10,0.464,0.402,0.085,7.3,12.6,4.7,1.8,3.6,15,19.2,-0.2,0.3,0.2,0.029,2020
"Tyasha Harris","DAL","G",21,412,13.3,0.523,0.441,0.173,0,3.7,22.9,2.2,0.6,11.6,16.8,0.6,0,0.6,0.06,2020
"Bria Hartley","PHO","G",13,322,18.9,0.543,0.414,0.261,1.8,6.8,33,2.3,0,13.4,28,0.7,0.3,1,0.124,2020
"Tianna Hawkins","WAS","F",17,329,13,0.513,0.438,0.2,4.3,11.1,9,2.2,1.7,12.4,22.8,0,0.4,0.4,0.053,2020
"Ruthy Hebard","CHI","F",22,320,17.3,0.692,0,0.141,7.2,16.3,3.3,1.6,2,14.2,14.7,0.8,0.5,1.3,0.16,2020
"Natisha Hiedeman","CON","G",22,408,7.9,0.478,0.504,0.236,2.2,6,16,1,0,14.6,17.7,0,0.4,0.4,0.037,2020
"Myisha Hines-Allen","WAS","F",22,659,22.6,0.585,0.207,0.197,6.2,18.1,17.1,2.5,0.7,13.1,25.9,1.5,1.1,2.7,0.162,2020
"Bria Holmes","CON","G",18,291,8.5,0.426,0.306,0.122,5,6.7,11.1,2.3,1.6,14.8,18.3,-0.4,0.4,0.1,0.007,2020
"Joyner Holmes","NYL","F",19,190,6.1,0.362,0.389,0.167,8.6,14.8,13.7,0.5,0.8,14.4,20.9,-0.6,0.1,-0.4,-0.087,2020
"Natasha Howard","SEA","F",22,463,19.5,0.581,0.122,0.22,13.8,19.6,7.8,4.1,2.7,20.4,21.8,0.5,1.7,2.2,0.187,2020
"Sabrina Ionescu","NYL","G",3,80,19.5,0.593,0.476,0.238,2.7,9.6,39.9,1.2,0,21.9,32.7,0,0.1,0.1,0.054,2020
"Briann January","CON","G",13,303,6.3,0.405,0.413,0.16,1.5,3.1,21.8,1.3,0.6,15.7,13.8,-0.1,0.3,0.1,0.019,2020
"Moriah Jefferson","DAL","G",9,148,10.1,0.457,0.136,0.273,5.9,11.1,20.1,2.4,1.1,23.3,19.5,-0.2,0.1,-0.1,-0.032,2020
"Glory Johnson","ATL","F",18,277,10.6,0.454,0.506,0.289,2.9,14,6,2.7,2.2,12.2,16.8,-0.2,0.4,0.2,0.025,2020
"Shenise Johnson","MIN","G",17,212,12.7,0.461,0.207,0.341,5.8,9.5,15.7,3.9,0.4,17.5,24.2,-0.1,0.3,0.3,0.048,2020
"Alexis Jones","ATL","G",6,53,10.4,0.548,0.905,0.095,0,0,15.1,2.8,0,21.5,23,0,0,0,-0.02,2020
"Brionna Jones","CON","F",21,549,20.1,0.631,0.006,0.34,12,12.6,6.8,3.2,2.3,15.4,17.6,1.5,1.1,2.6,0.189,2020
"Jazmine Jones","NYL","G",20,428,14.3,0.524,0.263,0.468,4.6,10.4,23.2,3.2,1.6,21.7,27.1,-0.4,0.7,0.3,0.025,2020
"Paris Kea","NYL","G",11,165,11.2,0.497,0.452,0.11,3.3,7.3,21.8,2.1,1.4,19.9,25.5,-0.3,0.2,-0.1,-0.034,2020
"Betnijah Laney","ATL","G-F",22,738,18.3,0.573,0.249,0.253,3.7,8.4,20.2,2.4,0.2,16.7,23.5,1.4,0.5,1.8,0.099,2020
"Crystal Langhorne","SEA","F-C",13,107,3.3,0.458,0.294,0.353,3.5,15.2,7.7,0.5,0.8,35.9,12.8,-0.3,0.2,0,-0.015,2020
"Kiara Leslie","WAS","G",19,414,7.7,0.462,0.435,0.12,4.3,8.4,7.5,1.1,1.6,13.7,14.8,-0.2,0.3,0.1,0.006,2020
"Jewell Loyd","SEA","G",22,613,19.8,0.583,0.395,0.348,2.8,4.9,18.6,2.6,0.9,12.3,24.3,1.8,1.2,3,0.195,2020
"Marina Mabrey","DAL","G",19,405,17.4,0.564,0.576,0.152,3,8.5,19,3.2,0.4,15.1,22,0.6,0.2,0.9,0.087,2020
"Ezi Magbegor","SEA","C",22,292,20.1,0.596,0.028,0.248,10.5,10.8,4.1,2.1,4.9,6.9,19.9,0.9,0.7,1.6,0.219,2020
"Kayla McBride","LVA","G",22,587,15.9,0.558,0.344,0.368,1.9,5,13.3,2.2,0.3,11.2,20.7,1.2,1,2.2,0.149,2020
"Angel McCoughtry","LVA","F-G",22,440,29.1,0.611,0.15,0.336,10.2,14.5,22.2,3.3,1.2,12.8,29.7,2,1.1,3.2,0.288,2020
"Teaira McCowan","IND","C",22,461,20.7,0.591,0.018,0.476,18,21,5.6,0.8,3.8,17.8,23.8,1.1,0.1,1.2,0.103,2020
"Emma Meesseman","WAS","F",20,634,17.6,0.509,0.188,0.146,6.1,10.2,25.3,2,2.3,13.5,21.6,0.8,0.7,1.5,0.096,2020
"Kelsey Mitchell","IND","G",22,706,15,0.579,0.468,0.237,1,4.1,16.2,1,0.2,13.7,24.7,1.4,-0.5,0.9,0.048,2020
"Leilani Mitchell","WAS","G",22,673,13.2,0.533,0.531,0.218,1.9,5.6,28.3,1.4,0.1,16.2,16.1,1.1,0.3,1.5,0.086,2020
"Tiffany Mitchell","IND","G",19,502,11.2,0.485,0.341,0.379,3.6,7.8,16.6,1.2,0.3,15.3,26,0,-0.2,-0.2,-0.017,2020
"Beatrice Mompremier","CON","F",21,187,12.2,0.437,0,0.383,19.2,22,2.5,1.4,6.3,20.3,16.2,-0.1,0.4,0.3,0.062,2020
"Kaleena Mosqueda-Lewis","CON","F",16,164,3.2,0.403,0.734,0.109,0.7,7.5,3.9,0.9,0.6,9.4,19.8,-0.3,0.2,-0.2,-0.038,2020
"Astou Ndour","DAL","C-F",13,151,8.2,0.404,0.439,0,9.4,14.7,6.7,1,3.3,9.5,18.7,-0.1,0.1,-0.1,-0.018,2020
"Kia Nurse","NYL","G",21,578,7.7,0.435,0.522,0.414,2.1,5.7,16.7,0.9,0.5,13.5,25.9,-1,0.2,-0.8,-0.055,2020
"Leaonna Odom","NYL","F",22,453,11.2,0.56,0.204,0.235,8.2,6.1,7,1.6,1.4,12.2,12,0.6,0.2,0.9,0.076,2020
"Arike Ogunbowale","DAL","G",22,748,20.7,0.528,0.341,0.298,1.5,4.8,20.5,2.4,0,9,31.2,1.9,0,1.9,0.103,2020
"Nneka Ogwumike","LAS","F",18,476,20,0.636,0.108,0.293,5.5,11.3,10.9,2,0.6,12.9,20.9,1.5,0.8,2.3,0.192,2020
"Candace Parker","LAS","F-C",22,665,22.7,0.584,0.198,0.321,6.9,19.9,24.9,2,3.8,18.8,23.5,1.5,1.8,3.2,0.195,2020
"Cheyenne Parker","CHI","F",20,497,21.3,0.651,0.183,0.389,12,15.7,9.4,2.6,2.9,21.2,23.3,1.3,0.9,2.2,0.174,2020
"Theresa Plaisance","CON","F",13,90,9.8,0.506,0.586,0.207,2.5,8.5,1.8,2.8,3,5.9,16.4,0.1,0.2,0.3,0.116,2020
"Aerial Powers","WAS","F-G",6,179,19.8,0.596,0.377,0.435,1.3,9.9,15.1,2.6,0,11.8,24.2,0.5,0.2,0.7,0.155,2020
"Alexis Prince","CHI","G",2,16,25.2,0.8,0.6,0,15.9,11.4,0,0,4.9,0,13.9,0.1,0,0.1,0.263,2020
"Epiphanny Prince","SEA","G",15,190,9.3,0.51,0.474,0.228,0.6,5.5,16.2,1.6,0.9,16.1,17.6,0.1,0.3,0.4,0.082,2020
"Allie Quigley","CHI","G",22,631,16.5,0.555,0.462,0.128,1.2,6.1,13,1.1,0.7,8.4,23.5,1.3,0.4,1.7,0.11,2020
"Danielle Robinson","LVA","G",22,492,14,0.584,0.107,0.347,1.2,6.1,20.8,1.9,0.4,16.7,14.9,0.9,0.8,1.7,0.142,2020
"Sugar Rodgers","LVA","G",22,263,7.2,0.453,0.79,0.049,1.4,6.1,16.4,1.3,1,16.2,16.5,-0.2,0.4,0.2,0.035,2020
"Tierra Ruffin-Pratt","LAS","G",17,251,7,0.434,0.289,0.578,4.5,8.9,8,2.2,1.1,13.8,11.9,0,0.4,0.4,0.063,2020
"Mercedes Russell","SEA","C",22,304,8.6,0.438,0,0.321,6.5,13.4,6.2,1.3,2.3,15.2,15.5,-0.3,0.7,0.4,0.057,2020
"Satou Sabally","DAL","F",16,450,18.6,0.505,0.363,0.473,10,16.1,15.3,1.6,2.6,13.7,25.4,0.8,0.3,1,0.092,2020
"Katie Lou Samuelson","DAL","F",22,439,11,0.536,0.625,0.156,2,7.1,10.7,1.8,1.7,10.5,11.7,0.5,0.1,0.6,0.056,2020
"Kylee Shook","NYL","F",20,290,8.2,0.468,0.215,0.215,5.6,10.6,7.5,1.2,2.6,18.8,16.2,-0.4,0.3,-0.1,-0.011,2020
"Odyssey Sims","MIN","G",13,240,16,0.515,0.231,0.317,4.1,6.6,31.8,1.5,0.4,17.4,26.8,0.4,0.2,0.6,0.096,2020
"Kamiah Smalls","IND","",7,100,15,0.647,0.6,0.1,6,4.8,21.7,0.5,0.8,8.7,10.1,0.4,-0.1,0.3,0.114,2020
"Alanna Smith","PHO","F",19,296,13.1,0.505,0.422,0.284,8.5,13.4,12.8,0.8,4.1,13.6,20,0.2,0.4,0.6,0.082,2020
"Azura Stevens","CHI","F-C",13,355,17.6,0.591,0.331,0.169,6.5,13.2,8.4,1.7,5.3,13.6,18.5,0.7,0.6,1.3,0.144,2020
"Breanna Stewart","SEA","F",20,607,25.5,0.578,0.322,0.353,4.1,15.8,20.5,2.7,3.8,13,28.9,1.9,2,3.9,0.254,2020
"Kiah Stokes","NYL","C",22,601,8.3,0.45,0.62,0.051,5.1,13.5,8.2,0.9,3.3,17.2,12.4,-0.6,0.7,0.2,0.011,2020
"Shekinna Stricklen","ATL","F",22,482,5.4,0.477,0.717,0.058,0.9,5,4.3,0.7,0.2,9.6,14.2,-0.1,0,-0.1,-0.01,2020
"Sug Sutton","WAS","G",12,113,6.3,0.471,0.515,0.212,0,4.3,17,0.5,0,14.3,17.3,-0.1,0,0,-0.012,2020
"Carolyn Swords","LVA","C",22,384,9.1,0.528,0,0.44,10.4,15.1,6.9,0.6,0.2,23.2,8.9,0.3,0.6,1,0.1,2020
"Brittney Sykes","LAS","G",21,517,15.3,0.598,0.327,0.413,3.8,6.4,13.3,3,1.1,16.9,18.9,0.9,0.9,1.9,0.145,2020
"Diana Taurasi","PHO","G",19,533,23.7,0.625,0.711,0.481,0.4,8.5,28.3,1.8,1.2,13.4,27.5,2.4,0.6,3,0.227,2020
"Alyssa Thomas","CON","F",21,689,21.6,0.549,0.004,0.484,6.3,16.2,26.1,3.1,0.8,14.9,22.2,1.6,1.6,3.2,0.186,2020
"Jasmine Thomas","CON","G",19,485,12.3,0.49,0.335,0.122,0.9,4,27,2.5,0.9,18.8,22.1,-0.2,0.7,0.5,0.039,2020
"Kayla Thornton","DAL","F",22,557,11.3,0.575,0.571,0.254,6.3,11.9,4.8,1.8,0.6,15.1,13.3,0.8,0.2,0.9,0.067,2020
"Morgan Tuck","SEA","F",10,88,2,0.435,0.563,0.5,2.8,4,3.1,2.9,0,23.5,13,-0.2,0.2,0,-0.004,2020
"Brianna Turner","PHO","F",22,613,16.9,0.6,0.009,0.368,11.1,18.6,9.9,2,5.7,19,11.9,1.2,1.3,2.5,0.163,2020
"Courtney Vandersloot","CHI","G",22,693,23,0.61,0.349,0.289,2,6.8,46.3,1.9,0.9,18,19.3,3.4,0.7,4.1,0.234,2020
"Kia Vaughn","PHO","C",22,415,10.2,0.499,0.016,0.15,6.9,11.1,13.6,1.3,1.4,20.1,18.2,-0.2,0.4,0.2,0.018,2020
"Victoria Vivians","IND","G",6,85,3.4,0.446,0.379,0.276,2.8,9.9,5.7,0.6,0,15.6,20.1,-0.1,0,-0.2,-0.083,2020
"Megan Walker","NYL","F",18,205,4.2,0.368,0.551,0.064,5.8,7.2,6,1,0,8,18.7,-0.5,0.1,-0.4,-0.083,2020
"Shatori Walker-Kimbrough","PHO","G",21,400,14.1,0.558,0.405,0.198,1.8,4.9,13,2.9,1.6,13.3,17.6,0.5,0.5,0.9,0.092,2020
"Avery Warley-Talbert","LVA","C",3,24,12.3,0.481,0,0.429,25.2,19,18,0,0,19.4,18.9,0.1,0,0.1,0.133,2020
"Sami Whitcomb","SEA","G",22,363,17.8,0.595,0.6,0.157,1.4,8,19.4,2.2,0.7,12.8,21.2,0.9,0.8,1.7,0.186,2020
"Sydney Wiese","LAS","G",19,363,12.9,0.661,0.57,0.129,1.7,5.6,9.1,1.5,0.5,18.3,15.2,0.5,0.5,1,0.108,2020
"Courtney Williams","ATL","G",20,615,13.5,0.46,0.111,0.075,6.8,13.5,18.3,1.1,0.3,14.6,26.4,-0.6,0.3,-0.3,-0.018,2020
"Elizabeth Williams","ATL","C-F",22,647,15.5,0.539,0,0.371,8.6,11.2,7.5,1.3,4,10.8,15.7,1.2,0.4,1.6,0.101,2020
"Gabby Williams","CHI","F",22,546,11.3,0.503,0.443,0.158,4.7,9.8,11.3,2.6,0.7,18,16.8,-0.1,0.7,0.7,0.048,2020
"Riquna Williams","LAS","G",21,444,16.7,0.57,0.548,0.097,0.8,5.3,11.4,2.7,1.5,8.9,22,0.7,0.8,1.5,0.136,2020
"Jocelyn Willoughby","NYL","F-G",22,383,7.9,0.502,0.339,0.385,4.3,7.6,10.2,1.9,1.2,20.1,18.3,-0.3,0.3,0,-0.001,2020
"A'ja Wilson","LVA","F",22,697,25,0.546,0,0.436,5.9,15.4,11.1,1.9,5.5,7.8,28.2,2.1,1.9,4,0.23,2020
"Jackie Young","LVA","G",22,568,15.8,0.558,0.069,0.323,3.8,9.5,18,1.3,0.3,14,19.4,1.1,0.9,2,0.144,2020
"Amanda Zahui B.","NYL","C",21,531,10.6,0.473,0.543,0.196,3.1,18.4,15.3,1.8,3.8,21.3,21,-1.2,1.1,-0.1,-0.005,2020
"Essence Carson","TOT","G",21,291,3.5,0.377,0.444,0.101,2.8,7.2,6.5,1.6,0.6,13.4,18.6,-0.8,0.3,-0.6,-0.077,2020
"Jacki Gemelos","TOT","G",18,222,4.2,0.424,0.625,0.071,1.6,5.2,10.4,1.4,0.4,17.2,14.5,-0.4,0.1,-0.2,-0.045,2020
"Megan Huff","TOT","F",7,16,-12.4,0,0.333,0,15.3,15.1,8.2,0,0,50,16.5,-0.1,0,-0.1,-0.323,2020
"Alisia Jenkins","TOT","",5,28,-3.5,0.376,0.375,0.75,0,8.3,0,0,0,22,21.7,-0.1,0,-0.1,-0.193,2020
"Stella Johnson","TOT","G",9,100,21.4,0.635,0.412,0.147,4.7,7.3,21.3,3.1,1.9,10,18.6,0.4,0.1,0.5,0.209,2020
"Stephanie Mavunga","TOT","F",10,95,11.5,0.517,0.172,0.379,12.9,21,8.3,0.5,1.7,24.5,21,-0.1,0.1,0,-0.001,2020
"Erica McCall","TOT","F",20,183,12.1,0.466,0.089,0.489,15.4,16.4,2.4,2,3.6,14.1,15.6,0.2,0.3,0.4,0.094,2020
"Shey Peddy","TOT","G",17,257,10.7,0.44,0.54,0.349,4.2,8,17.4,3.8,0.3,17.1,15.5,0,0.4,0.3,0.053,2020
"Essence Carson","WAS","G",10,168,1.9,0.349,0.39,0.102,4.2,6.5,4.7,1.6,0.6,14,19.8,-0.7,0.1,-0.6,-0.133,2020
"Jacki Gemelos","CON","G",6,29,9,0.688,0.75,0,0,4.1,5.7,3.5,0,27.3,16.7,0,0,0,0.054,2020
"Megan Huff","MIN","F",3,5,14.7,0,0,0,49,36.8,26.2,0,0,0,9,0,0,0,0.139,2020
"Alisia Jenkins","IND","",1,2,6.7,NA,NA,NA,0,30.1,0,0,0,NA,0,0,0,0,0.036,2020
"Stella Johnson","CHI","G",4,6,3.3,0,0,0,0,20.3,0,8.3,0,0,7.4,0,0,0,-0.015,2020
"Stephanie Mavunga","IND","F",5,59,17.1,0.547,0.111,0.611,14.2,20.4,8.5,0,2.7,18,20.9,0.1,0,0.1,0.064,2020
"Erica McCall","ATL","F",1,5,12.3,NA,NA,NA,0,23.1,0,10,0,NA,0,0,0,0,0.179,2020
"Shey Peddy","WAS","G",9,116,9.2,0.467,0.517,0.414,2,5.8,14.5,3.2,0,18.9,16.9,-0.1,0.1,0.1,0.018,2020
"Essence Carson","CON","G",11,123,5.6,0.419,0.525,0.1,0.9,8.1,9,1.7,0.7,12.6,17,-0.2,0.2,0,0,2020
"Jacki Gemelos","WAS","G",12,193,3.4,0.382,0.604,0.083,1.8,5.4,11.1,1.1,0.5,15.3,14.1,-0.4,0.1,-0.3,-0.059,2020
"Megan Huff","LVA","F",4,11,-24.7,0,0.5,0,0,5.2,0,0,0,60,19.9,-0.2,0,-0.1,-0.533,2020
"Alisia Jenkins","CHI","",2,3,0,NA,NA,NA,0,0,0,0,0,NA,0,0,0,0,-0.006,2020
"Stella Johnson","WAS","G",5,94,22.6,0.653,0.424,0.152,5,6.5,22.7,2.8,2,10.2,19.3,0.4,0.1,0.5,0.224,2020
"Stephanie Mavunga","CHI","F",5,36,2.3,0.455,0.273,0,10.6,21.9,8,1.4,0,35.3,21.1,-0.2,0.1,-0.1,-0.106,2020
"Erica McCall","MIN","F",19,178,12.1,0.466,0.089,0.489,15.8,16.2,2.5,1.8,3.7,14.1,16,0.2,0.2,0.4,0.092,2020
"Shey Peddy","PHO","G",8,141,11.9,0.417,0.559,0.294,5.9,9.8,19.8,4.2,0.6,15.4,14.4,0,0.3,0.3,0.082,2020
"Alisia Jenkins","PHO","",2,23,-4.8,0.376,0.375,0.75,0,7.5,0,0,0,22,26.4,-0.1,0,-0.1,-0.237,2020
